sentiment;text
sadness;Quando o trabalho do projeto foi tratado com indiferença em vez de ser criticado pelo professor.
disgust;Quando programas sobre violência ou pornografia são exibidos na TV.
shame;Quando falei maliciosamente sobre um colega de trabalho para outra pessoa. Imediatamente depois, senti-me envergonhado.
guilt;Quando decidir tirar uma semana de férias sem consultar a minha família primeiro.
joy;Depois de conversar com a minha namorada, a nossa relação mudou e tornou-se positiva. Um momento difícil transformou-se num momento agradável.
fear;Quando não conseguimos aterrar o nosso avião e sabíamos que o combustível estava a acabar. O mau tempo já nos tinha assustado.
anger;Quando li sobre a decisão tática de Reagan em relação ao boicote sul-africano.
sadness;Quando o meu meio-irmão ficou gravemente doente com cancro e morreu mais tarde.
disgust;Um filme onde uma mulher foi atacada e violada. Não se viu o pior, mas teve o efeito desejado - muito forte.
shame;Fiz um comentário que foi interpretado completamente diferente do que eu pretendia. Quando o disse, percebi como a minha mãe o tinha entendido.
guilt;Tinha prometido visitar a minha namorada, mas por razões diferentes não pude ir. Mais tarde, liguei para lhe dizer que não podia ir.
joy;Quando me foi oferecida uma posição de confiança elevada, que mais tarde aceitei.
fear;Tinha a janela aberta e a porta fechada para que o gatinho não saísse. O meu parceiro entrou e começou a falar sobre algo, esqueci-me da janela e de repente vi um gatinho pendurado na moldura da janela. Fiquei rígido de medo até a segurar.
anger;Alguns convidados barulhentos chegaram ao hotel. Eu tinha ficado ligeiramente irritado anteriormente. À noite, quando estava a tentar dormir, eles estavam a fazer uma festa, então fui lá gritar com eles. Queria dormir porque tinha que me levantar cedo no dia seguinte.
sadness;Quando me disseram que não tinha sido bem-sucedido em conseguir o emprego que estava à espera. Estava certo de que tinha qualificações suficientes.
disgust;Quando o meu gato vomitou e saiu uma minhoca que ainda estava viva. Fui forçado a limpá-la.
shame;Quando era criança, descobriu-se que eu tinha tirado a roupa ao ar livre. Era verão e eu e um amigo estávamos na floresta. Na altura, sentiu-se excitante. Os meus pais descobriram que as minhas calças estavam ao contrário e senti-me envergonhado.
guilt;Quando roubei dinheiro da minha mãe e ela me perguntou mais tarde se fui responsável. Nunca o admiti.
joy;Andar de bicicleta sob o sol primaveril dá-me tanta alegria. A felicidade é estar saudável, meu maravilhoso amor. Simplesmente estar aqui na Terra.
fear;Quando a minha relação com a família está muito mal, muitas vezes temo ser excluído do grupo, um medo que é mais forte em situações de discussão.
anger;Recentemente, quando a minha irmã, que é quatro anos mais nova do que eu e muito mimada, gritou com a minha mãe sem motivo aparente. A expressão desolada no rosto da minha mãe fez-me sentir muito zangado.
sadness;Quando assisti ao programa de TV chamado O planeta vivo e vi a destruição ambiental de grande alcance causada pelo homem.
disgust;Nojo é um sentimento que nunca experimentei com pessoas, mas, por outro lado, tive com animais repulsivos, como uma cobra na TV.
shame;Quando parentes agiram estranhamente e de forma não amigável comigo.
guilt;Quando, devido à fome e ao cansaço, fiquei geralmente irritado com meu noivo e fiz comentários cortantes que o machucaram muito. Mais tarde, percebi que minha irritação infundada havia machucado a pessoa que mais amo na Terra.
joy;Em uma viagem de barco para a Dinamarca, 14 de nós nos divertimos muito e gastamos 10 coroas suecas cada um em máquinas caça-níqueis e, contra todas as probabilidades, ganhamos o jackpot de 1.000 coroas suecas.
fear;Em um dia chuvoso, eu estava descendo de bicicleta e uma porta de carro abriu repentinamente, enquanto tentava evitá-la, as rodas de trás da minha bicicleta ficaram presas nos trilhos do bonde. Fiz uma cambalhota, mas não me machuquei.
anger;No caminho de volta de Marstrand, eu estava dirigindo atrás do carro do meu pai. Outro carro tentou se colocar na frente do meu pai e ele foi forçado a desviar e, assim, colidiu com um pilar. O outro carro partiu sem nem mesmo ver o que havia acontecido.
sadness;Minha namorada, que havia passado 6 meses no exterior, terminou nosso relacionamento por carta.
disgust;No centro da polícia, um homem entre 40-50 anos foi trazido. Ele estava muito bêbado e, muito provavelmente, não dormia em casa há muito tempo e havia se aliviado em suas calças.
shame;Um cliente na loja onde eu trabalhava entrou e perguntou se as mercadorias que ele havia encomendado tinham chegado. Eu havia esquecido completamente sobre esse pedido e tentei oferecer fracas desculpas.
guilt;Eu tinha 4-5 anos quando escondi as chaves da bicicleta de um amigo não muito bom. Depois de algumas horas, fingi que tinha encontrado.
joy;Quando estive na festa de fim de ano na semana passada e me diverti - estava feliz e cantei e bebi apenas refrigerantes. É possível se divertir sem álcool.
fear;No verão passado, eu estava caminhando pela praia de biquíni e um homem horrível veio pedalando atrás de mim. Ele estava gritando e eu corri o mais rápido que pude.
anger;Em um curso, eu achei que merecia boas notas, mas só recebi uma nota comum, sem justificativa para o porquê dessas notas.
sadness;Quando eu bati meu carro e ele teve que ser descartado. Foi minha culpa e me sinto deprimido porque sinto falta do carro.
disgust;Tive algum tipo de vírus estomacal na semana passada e vomitei em uma faculdade de manhã, depois na loja de bolos, três vezes durante a viagem de volta para casa e novamente quando cheguei em casa.
shame;Quando eu era professora em uma escola noturna, meu trabalho era fazer café para eles, mas eu não conseguia preparar o café a tempo e, por isso, chegava meia hora atrasada para a aula. Além disso, o café estava intragável.
guilt;Há muitos anos, uma amiga queria que eu viajasse com ela para o sul da Europa, mas preferi viajar sozinha. Me senti culpada por querer ir sozinha.
joy;Quando senti que meu amor era correspondido.
fear;Quando estava convencida de que alguém havia invadido meu apartamento e acordei assustada com barulhos.
anger;Quando ficou claro que um homem havia usado muitas pessoas sexual e psicologicamente, apesar de muitas pessoas admirá-lo. Entendi que não se podia confiar nele e fui forçada a esconder isso por um tempo.
sadness;Quando me sinto impotente depois de tentar ajudar alguém sem resultados.
disgust;Quando penso agora na maneira como meu pai se comportou ao pedir o divórcio.
shame;Quando tinha 8 anos, molhei as calças na escola.
guilt;Quando tinha 7 anos, roubei dinheiro da minha mãe.
joy;Quando recentemente recebi uma resposta muito positiva de uma clínica me informando que eles me ajudariam e coletariam dados para um estudo piloto clínico.
fear;Toda vez que encontro um certo cachorro que já me mordeu.
anger;Quando, após muita provocação, meu filho jogou um prato no chão.
sadness;Quando percebi que não conseguia me comunicar adequadamente com meu melhor amigo.
disgust;Quando tentei explicar ao meu filho por que havia revistas com garotas nuas na banca.
shame;Quando roubei um maço de cigarros de um vizinho, no dia seguinte me entreguei e devolvi.
guilt;Quando fui obrigada a declinar o convite para o aniversário de 70 anos da minha mãe por causa de compromissos de trabalho em outra área.
joy;Quando comecei a dançar e o professor veio me dizer que eu era muito boa e logo entraria na academia de balé.
fear;Em uma noite de sábado tarde, me vi trancada na estação central de metrô de Estocolmo com um grupo de 50 roqueiros bêbados e equipados com vários tipos de correntes, etc.
anger;Quando fui obrigada a ligar para a companhia telefônica sobre uma fatura referente a um telefone desconectado pertencente ao meu senhorio. A fatura estava quatro meses atrasada e, no entanto, ele havia estado usando meu telefone, parecia não ter a intenção de reconectar o próprio telefone.
sadness;Sempre que leio ou penso sobre a forma como as pessoas tratam os animais e a natureza.
disgust;Quando vi um programa de TV sobre animais no mundo do cinema (maltratados e usados).
shame;Quando tinha 13 anos, escrevi cartas de amor apaixonadas para meu namorado e descobri mais tarde que sua irmã as havia lido.
guilt;Quando odiei uma das minhas colegas de apartamento que era legal comigo.
joy;Quando meu filho de seis meses está feliz e saudável.
fear;Uma menina de quatro anos fugiu do pai e correu diretamente na frente do meu carro. Fui obrigado a usar os freios de emergência.
anger;Depois de um exame, fiquei satisfeito com o resultado.
sadness;Quando um colega não conseguiu entrar em contato comigo no horário combinado.
disgust;Quando li slogans racistas nas paredes.
shame;Sobre as exportações de armas da Suécia.
guilt;Não cumprir algo que tinha prometido.
joy;Quando dei à luz um menino saudável.
fear;Quando o meu marido e eu passámos uma noite sozinhos numa casa que ficava numa área nos arredores de uma cidade grande que não conhecíamos. Ouvimos barulhos estranhos fora da casa e como a casa tinha paredes de vidro, tudo se tornou ainda mais assustador.
anger;Com inveja da antiga namorada do meu marido. Encontrámo-la com o marido e houve muitas recordações.
sadness;Quando a minha filha teve problemas com as amigas e eu pude ver a sua situação da janela. Ela foi ignorada.
disgust;Quando eu era enfermeira auxiliar no hospital e tive que mudar as fraldas, pela primeira vez, de uma mulher muito velha e doente.
shame;Quando os amigos descobriram que eu tinha mentido sobre onde tinha estado numa ocasião específica.
guilt;Quando o meu filho do meio ficou muito difícil de lidar após o nascimento do irmão bebé e eu não tive paciência com ele.
joy;Quando o meu marido e eu decidimos tirar alguns dias de férias após um período especialmente difícil.
fear;Antes de uma visita ao hospital para uma curetagem sob anestesia para um aborto esperado.
anger;Troca de pontos de vista com a minha irmã sobre um assunto de família.
sadness;Tratamento para engravidar com um resultado negativo.
disgust;Quando acordei uma manhã e fui para a cozinha, descobri que o nosso cão tinha diarreia. Havia pequenos montes por todo o chão e o cheiro era sufocante.
shame;Quando era criança, cerca de 6 ou 7 anos, não cheguei ao banheiro a tempo. Escondi as calças sujas na cave, pois tinha medo que fossem descobertas pelos meus pais.
guilt;No trabalho, um rapaz ficou ferido por causa da minha falta de supervisão.
joy;Quando dei à luz uma criança e vi que era normal quando a colocaram contra o meu peito.
fear;Durante o trabalho de parto, quando os sons fetais se tornaram fracos e houve um grande alerta para um parto com fórceps.
anger;Numa caixa registadora onde fui comprar 16 rolos de papel de cozinha a um preço reduzido. Depois de esperar na fila com crianças a gritar, descobri que tinha levado dois pacotes de 8 rolos em vez de um pacote de 16 rolos para o qual se aplicava o desconto. O assistente disse: "Terá que comprar noutra ocasião".
sadness;Quando ouvi pela primeira vez que Tage Dannielsson tinha morrido.
disgust;O elevador da estação central de Estocolmo cheirava a vómito e urina.
shame;No comboio, uma pessoa bêbeda tocou no meu bebé e reagi muito desaprovadoramente. Mais tarde senti vergonha, pois a pessoa não tinha sido tão agressiva como poderia ter sido.
guilt;Irrito-me com o meu filho quando ele grita ou fica doente em cima das suas roupas limpas.
joy;O exame de entrada no ensino médio.
fear;Um grupo de jovens bêbedos e a gritar capturaram um elétrico.
anger;Uma decisão injusta do árbitro num evento desportivo quando eu era o líder da equipa.
sadness;Quando a minha namorada me deixou.
disgust;Fui dominado por uma certa pessoa e, apesar de saber disso, não consegui mudar as minhas próprias reações.
shame;Quando fui detido na escola secundária.
guilt;Quando salpiquei uma criança por não reduzir a velocidade ao passar por uma poça de água.
joy;Ontem, quando o apito final soou na partida final entre OIS e IFK e estava certo de que OIS tinha ganho o título sueco.
fear;Estava a ensinar alguém a conduzir e quando estávamos prestes a bater, fiquei com medo.
anger;Um baterista que tinha emprestado a minha bateria destruiu tanto a pele do tambor como as baquetas. Ele não as reparou nem me disse nada sobre isso.
sadness;Quando o meu pai dá prioridade à banda do meu irmão mais novo e às suas outras atividades. Ambos tocamos em bandas diferentes e ensaiamos na garagem dos meus pais.
disgust;Um amigo injustamente colocou a culpa em mim para aliviar a sua consciência e também espalhou mentiras com o mesmo propósito.
shame;O meu comportamento numa festa recente. Desmaiei cedo, felizmente.
guilt;Quando fiquei cara a cara com o meu amigo enganado depois de ter dormido com a esposa dele.
joy;Quando mergulhei entre tubarões e peixes coloridos na barreira externa de Tvavni, Fidji.
fear;Quando quase bati num homem que saiu 20 metros à minha frente quando estava a conduzir a 110km/h.
anger;Quando repreendi um professor de informática que não queria ensinar-me por causa de preconceito.
sadness;Quando não pude fazer nada por causa de uma dor nas costas.
disgust;Quando descobri que a casa que tínhamos alugado em Tonga estava cheia de baratas.
shame;Quando defequei no tapete em vez do penico.
guilt;Quando puxei uma cadeira de debaixo de alguém no jardim de infância e ele bateu com a cabeça.
joy;Quando passei no exame de condução há três semanas e obtive a minha licença.
fear;Quando o carro que estava a conduzir derrapou numa estrada gelada e caiu numa vala com um lado contra uma rocha.
joy;Quando encontrei amigos que não via há 2-4 anos.
fear;Quando um rapaz me perseguiu enquanto estava a correr.
anger;Quando o jornal da manhã não chega.
joy;Sinto-me incrivelmente feliz com a relação entre o meu namorado e eu, é um sentimento recorrente.
fear;Um medo recorrente de que algo aconteça aos meus familiares.
anger;Quando discuto com o meu namorado, sinto que ele se sente superior a mim.
sadness;Quando chumbei num exame no verão passado. Tinha trabalhado muito para isso e fiquei muito desapontado pensando que era impossível continuar na faculdade. Exagerei.
guilt;Quando discuto com a minha irmã. Às vezes sinto que tenho vantagem e uso-a. Muitas vezes discuto melhor e isso deixa-a terrivelmente zangada.
joy;Fiquei muito feliz quando consegui um emprego de verão atraente.
joy;O nascimento do meu filho.
fear;Quando tenho que deixar o bebé no carrinho e ir às compras, tenho medo que aconteça alguma coisa ao bebé.
anger;Quando durante o inverno as canalizações de água congelaram e ficámos dois dias sem água.
sadness;Não consegui amamentar completamente o meu bebé.
disgust;O cheiro a alho no autocarro em hora de ponta.
shame;Caí no chão enquanto atravessava a rua. O meu boné cobriu-me os olhos e senti-me bastante difícil.
guilt;Tenho um bebé de dois meses. Quando vim para aqui, para a universidade, para assistir às aulas, tive que deixar o bebé com o pai. Senti-me culpada.
joy;Durante as férias de Natal, encontrei alguns dos meus velhos amigos, depois de não os ter visto durante seis meses.
fear;Estávamos a conduzir o carro de um amigo meu quando virámos na direção errada em direção a um bairro desconhecido e quase caímos num precipício.
anger;Quando o nosso professor de religião apresentou pensamentos sectários chocantes e o dia do juízo final como ensino oficial.
sadness;O meu avô morreu quando eu era estudante de intercâmbio nos EUA.
disgust;Aconteceu-me ver o filme em videocassete This is America - Parte um na casa do meu amigo.
shame;Insultei um casal de bons amigos meus e até tentei bater neles quando estava bêbado. No dia seguinte, é claro que fiquei envergonhado.
guilt;Roubei cenouras e fui apanhado. Tive que pedir desculpas ao proprietário.
joy;No escadote subterrâneo, um jovem pedinte pediu-me dinheiro. Embora não lhe tenha dado nada, o sujeito disse-me que eu era realmente bonito. Um homem que estava à minha frente também se virou para me olhar.
fear;Tive medo de sair de casa e mudar-me para Helsínquia para os meus estudos.
anger;Na cozinha de estudantes que partilhamos, alguém bebeu do meu jarro de sumo (um litro), então só consegui um copo de todo o jarro.
sadness;O meu pai deu dinheiro ao meu irmão, mas não a mim.
disgust;Durante o fim de semana em casa, a minha mãe frita pratos de carne gordurosos e pouco saudáveis que me fazem sentir mal.
shame;Estava a usar sapatos escorregadios e caí num lugar onde havia muitas pessoas a passar.
guilt;Comi um bolo de Runeberg, embora soubesse que imediatamente ia ganhar um quilo.
fear;Por volta das nove da noite, fui para casa de bicicleta numa pista de ciclismo escura, e por falta de tempo tive que cortar caminho.
fear;Uma vez tive que ir para casa a pé às 5h. Tive que passar por uma floresta e estava sozinho.
anger;Perdi o comboio e tive que esperar pelas próximas duas horas. Por essa razão, perdi um compromisso que era muito importante para mim.
sadness;Quando a minha avó morreu. Eu tinha vivido com ela por dez anos.
disgust;Quando estava a voltar de comboio da Sicília, fui assediado por um homem.
shame;Eu menti a alguém e, mais tarde, essa pessoa descobriu que eu não lhe tinha dito a verdade.
guilt;Eu tive que recusar um compromisso que era muito importante para a outra pessoa. Por essa razão, até tivemos problemas.
joy;Uma pessoa com quem eu tinha tido problemas deu-me um presente. Ficamos reconciliados.
fear;O pai de um amigo morreu, eu iria visitar esse amigo, embora não conhecesse a família dele.
anger;Estava a ver TV com um amigo. Depois do primeiro filme, eu queria ver outro filme no mesmo canal. Meu amigo mudou para outro canal sem me perguntar o que eu queria.
sadness;Eu e meu namorado separamo-nos por iniciativa dele.
disgust;O namorado de uma amiga tratou-a muito mal, deixou-a servir-lhe, provocou-a e só a utilizou.
shame;Eu menti a uma pessoa porque achei que não podia dizer a verdade. Quando ele descobriu, não ficou zangado, mas compreensivo. Conversamos sobre tudo.
guilt;Eu disse coisas desagradáveis a uma pessoa de maneira ruim. Ele ficou muito deprimido e causou um acidente.
joy;Depois de considerar por horas, consegui superar minhas escrúpulos e ligar para um amigo por quem eu estava apaixonada. Percebi que minha decisão estava certa - e fiquei muito feliz.
fear;Depois de ter dormido por pouco tempo, acordei - senti que alguém estava ao meu lado e fiquei muito assustada. Tive que acender a luz por vários minutos antes de conseguir voltar a dormir.
anger;Mudei-me para um apartamento. Um amigo que tinha morado lá antes deixou o apartamento numa bagunça terrível. Fiquei muito zangada com essa desordem e impudência.
sadness;Meu pai teve uma operação complicada. Muito tempo antes e também muito tempo depois disso, não sabíamos como ele iria se recuperar. Durante todo esse tempo, senti-me muito triste.
disgust;Estava num bonde: um estranho insultou uma menina só porque ela assoou o nariz. Detestei o comportamento dele.
shame;Recentemente, percebi que tinha algumas visões errôneas sobre a vida. Por exemplo, eu sempre vivi para outras pessoas, esqueci minha própria pessoa e reprimi meus próprios sentimentos. Fiquei envergonhada porque não estava consciente disso até ter uma conversa sobre isso com uma pessoa.
guilt;Tive uma briga com pessoas próximas. Eu disse muitas coisas mal pensadas e me arrependi quando já era tarde demais.
joy;No verão, quando estava velejando com amigos na Grécia, senti alegria.
fear;Estava andando com um amigo no carro dele. A uma velocidade de 120 km/h numa autoestrada coberta de neve, eu queria sair.
guilt;Encontrei um amigo do sexo masculino com quem eu estava tendo um caso com a esposa dele.
joy;Caminhando ao longo da praia com uma amiga (outra garota), conversando, pegando conchas, rindo e perseguindo gaivotas.
fear;A escalar uma montanha para ver uma vista, em direção ao topo, de repente nos deparamos com uma saliência com uma queda quase perpendicular em ambos os lados, que tive que atravessar.
anger;Um amigo sugeriu de forma indireta que o motivo de chegarmos atrasados ​​a algo foi por minha culpa e que eu costumo me atrasar. Eu sei que isso era parcialmente verdade, mas senti que não era justificado em um momento específico e senti que não podia fazer nada a respeito de qualquer maneira (ou seja, estar atrasado).
sadness;Conversando com um amigo muito bom que acabara de ter uma experiência muito ruim que estava mudando toda a sua forma de ver a vida, etc.
disgust;Eu encontrei um grupo de pessoas com as mesmas ideias/crenças básicas que estavam todas lutando e indo contra o que eles diriam ser bom.
shame;Eu estava trabalhando em um emprego em que não conseguia trabalhar rápido o suficiente e me disseram que meu trabalho não estava à altura do padrão.
guilt;Eu perdi algum tempo em vez de fazer algo que precisava para dar a um amigo. (Também no tempo que perdi, eu fiz algumas coisas que não considerei moralmente corretas).
joy;Ao encontrar um velho amigo meu.
fear;Quando meu irmão chegou em casa muito tarde do trabalho.
anger;Durante uma briga com meu melhor amigo.
sadness;Quando meu cachorro morreu.
disgust;Durante um filme em que vi o efeito dos colonos brancos na África.
shame;Quando obtive um resultado ruim para uma das minhas tarefas.
guilt;Deixando uma amiga minha sozinha em uma dança - senti que deveria tê-la mantido companhia.
joy;Quando percebi que fui perdoado pelo Deus que está lá quando percebi o quanto Deus me ama e que minha aceitação dele não se baseia em meu desempenho - que ele me ama incondicionalmente e mostrou esse amor em Cristo, que morreu porque preciso de perdão.
fear;Medo - paralisante - que eu não seria aceito pelo Deus em que acreditava porque era moralmente falido (antes de me tornar cristão e perceber que foi por isso que Cristo veio nos libertar do pecado e nos perdoar).
anger;No tratamento do meu pai para com a minha mãe, sua indiferença para com ela e sua falta de compromisso com ela.
sadness;Falta de amor do meu pai pela minha mãe, tristeza por ele mais do que por qualquer outra pessoa porque ele não percebe o quanto de amor e felicidade poderia haver entre eles, e como ele está se prejudicando além da mãe.
disgust;Eu era capaz de usar egoisticamente os outros para encontros sexuais, enquanto eu mantinha uma visão de devoção acima da mesa (você sabe, a garota da porta ao lado) para uma garota em minha cabeça. Meus impulsos e ações não correspondiam a isso, então, consequentemente, senti-me nojento com o meu fracasso.
shame;Usar outras pessoas, por causa da experiência sexual, era usar outro indivíduo em detrimento de ambos. Ansiedade que possa ter afetado alguém para pior.
guilt;Por isso: culpa por não estar à altura dos meus próprios valores e expectativas, culpa por não ser o tipo de pessoa que os meus pais queriam, culpa por praticamente tudo, apenas percebendo que falhei drasticamente aos meus próprios olhos.
fear;Eu estava escalando e fazendo rapel e me sentia bem, mas de repente, ao chegar ao topo da montanha, fui atingido pelo medo - não conseguia descer o penhasco e tive que ser puxado de volta para cima.
anger;Eu disse ao meu namorado para não estacionar em um determinado lugar porque o carro seria rebocado - ele não ouviu e foi rebocado. Nessa fase, as nossas finanças estavam abaixo da linha de pobreza e custou-nos $ 10,00 - todo o dinheiro que tínhamos para nos sustentar naquela semana (incluindo o aluguel).
sadness;Minha irmã ganhou uma bolsa de estudos para a Noruega e, particularmente, quando ela atravessou a pista para entrar no avião e olhou para nós, foi emocionante.
disgust;Eu trabalho meio período como assistente de loja e um cliente falou comigo muito alto sobre um homem indiano e uma mulher branca com filhos - o quão horrível isso era e se eu queria ter filhos escuros.
shame;Minha mãe disse ao meu tio, que é padre católico romano (Padre Redentorista), que eu estava vivendo em união de fato há três anos. Ele ficou muito, muito bravo comigo.
guilt;Eu fui abrupta com minha mãe quando ela disse algo bobo e estúpido (na frente de outras pessoas), ela parecia tão indefesa e ferida e disse a eles que eu sempre faço isso.
joy;Recebi um convite de casamento de uma ex-colega de apartamento, anexado a ele havia uma pequena nota que superou muitas das diferenças que haviam surgido entre nós devido às circunstâncias em que ela deixou o apartamento.
fear;Em uma tarde, ajudando em casa na propriedade, estava ajudando a reunir o gado e um touro se virou e veio em minha direção.
anger;Recebi uma nota terrível em um exame, que não conseguia entender a razão, e tentei encontrar um professor ou tutor, mas fui enrolado.
sadness;Ver uma velha correndo na rua para pegar o ônibus e perdê-lo, lembrou-me da minha própria mãe e de como seria horrível estar na mesma situação.
disgust;Voltando para casa uma noite, minha irmã estava em casa e tinha bebido muito e começou a discutir.
fear;Quando estou viajando de carro e tenho que encontrar um carro que vem na direção oposta enquanto ultrapasso.
anger;Quando um parente próximo é tratado mal.
sadness;Quando um amigo próximo morreu.
disgust;Quando vi todas as pessoas famintas na Etiópia na TV. Foi horrível ver tanto sofrimento.
guilt;Quando ocorreu um erro no trabalho pelo qual eu não era responsável. Isso foi revelado mais tarde.
joy;Quando liguei para o meu namorado, ele perguntou-me se eu queria morar com ele.
fear;No verão passado, em Itália, fui atacada por um cão. Foi terrível sentir aquele cão sujo e desarrumado contra a minha pele nua.
anger;Quando a nova noiva do meu pai me trata como uma criança. Ela não confia em mim e constantemente me interpreta mal. Fico particularmente zangada quando ela diz coisas desagradáveis sobre o meu namorado com quem trabalha.
sadness;Quando o rapaz de quem eu estava apaixonada me disse que tinha conhecido outra pessoa e que não nos veríamos novamente por um ano. Embora não tivéssemos um relacionamento estável, estávamos tendo um caso.
joy;Quando meu amor por um rapaz foi correspondido.
fear;Quando penso na morte - não a minha, mas a dos meus pais, irmãos e irmãs.
anger;Meus pais não aprovavam minha escolha de namorado (agora ex-namorado). Ele aconteceu de ser 13 anos mais velho do que eu e era considerado completamente inadequado para mim. IDIOTA.
disgust;Quando meu tio vem (3 vezes por ano) para o jantar tradicional de Natal com meus avós e outros parentes e fica muito bêbado.
guilt;Eu estava morando em casa durante as férias de verão e, no final, decidi levar algumas das minhas roupas e pertences para um apartamento em Guttenburg. Quando terminei, fui para a casa do meu ex-namorado (relacionamento incerto) e fiquei lá até as 5 da manhã. Tive que sair então porque meus pais precisavam do carro para trabalhar de manhã. Meus pais não gostam do meu namorado.
joy;Conheci meu atual namorado em uma viagem de barco para a Inglaterra. Tínhamos combinado de nos ligar quando voltássemos para a Suécia (não íamos para a mesma cidade na Inglaterra). Assim que entrei em casa, ele ligou da Inglaterra porque não conseguia esperar até voltar para casa.
fear;Quando o coração da minha mãe quase parou.
anger;Havia um sofá no meu apartamento que pertencia aos antigos inquilinos que eram conhecidos. Ele deveria ter sido retirado há um ano, mas eles adiaram. Eventualmente, decidiram uma data e eu fiquei em casa apesar de ter outras coisas para fazer. Eles não apareceram, nem ligaram e ainda não entraram em contato comigo.
sadness;Quando meu ex-namorado e eu nos separamos.
disgust;Homens muito embriagados que incitam um ao outro a brigar. Conheci um homem de mau cheiro no bonde que se aproximou cada vez mais de mim até que me levantei, e então ele ficou com raiva.
shame;Não me lembro de nenhuma situação desse tipo.
guilt;Quando o meu sobrinho me pediu para contar uma história e eu simplesmente não tinha energia ou vontade. Quando vi a sua desilusão, senti-me terrivelmente culpado e acabei por ler-lhe uma história.
joy;Quando me apaixonei.
fear;Antes, tinha medo de falar em público.
anger;Uma rapariga com quem estava foi embora com outro rapaz.
sadness;Em contratempos.
disgust;Trabalhei num porto e esvaziei contentores de latrinas de trás dos camiões.
shame;No dia seguinte à noite em que bebi demais numa festa.
guilt;Não me lembro de nada parecido.
joy;Quando fui aceite como estudante de Psicologia aqui em Guttenberg.
fear;Acordei no meio da noite a gritar de medo. Pensei que a mão fria de alguém ou algo semelhante tinha tocado a minha mão. Enfiei-me debaixo dos cobertores e voltei a dormir.
disgust;Quando era uma adolescente (14 anos), o meu futuro cunhado fez avanços pesados em cima de mim. Não percebi muito bem do que se tratava, mas reagi fortemente e os sentimentos ainda estão presentes.
guilt;Terminei com o meu parceiro porque o queria como amigo e não como amante. Ele reagiu muito violentamente e senti-me culpado por o ter tornado tão infeliz.
joy;Fiz jantar para uns amigos e eles apreciaram muito.
fear;Quase fui atropelado enquanto andava de bicicleta.
anger;Tive uma discussão com o meu pai porque não ajudo o suficiente em casa.
disgust;Tive relações sexuais com alguém e depois percebi que o que tinha feito estava errado e isso deixou-me enjoado.
guilt;Disse coisas desagradáveis a um amigo, sem querer.
joy;Depois de ter relações sexuais.
fear;Desilusão por causa de um amigo.
anger;Discuti com o meu irmão mais novo.
sadness;Quando acordei depois de um pesadelo.
disgust;Ajudar idosos no banheiro.
shame;Não consigo pensar em nada.
guilt;Apertei o cachorro na porta.
joy;Quando fui notificado de que tinha sido aceite como estudante de Psicologia.
fear;Avaria do motor de um barco fora de Gotemburgo, quando estávamos em alto mar e o vento era forte. Como não conseguimos controlar o barco, fomos arrastados em direção às rochas. Não conseguimos chamar a atenção de nenhum passante até 4 horas depois.
anger;Uma senhora com quem vivo não se preocupou em limpar antes de ir de férias (vivo num coletivo).
sadness;Quando soube que um bom amigo tinha cometido suicídio.
disgust;Estive presente quando encontraram um comerciante morto na sua loja. Ele tinha sido baleado à queima-roupa com uma espingarda.
shame;Não me lembro da última vez que me senti envergonhado. Normalmente, não me sinto envergonhado pelo que faço.
guilt;Minha mãe me acusou de não a visitar o suficiente quando ela estava no hospital para uma operação ocular.
joy;Depois de ter estreado no Ullevi contra o IFK, Gotemburgo e de ter tido uma boa crítica no jornal.
fear;Quando tinha 7-8 anos, acordei uma noite e encontrei-me sozinho em casa. A minha mãe tinha ido comprar cigarros a uma máquina.
sadness;Quando descobri que tinha falhado nos exames do período por um ponto. O facto de a mesma coisa ter acontecido no período anterior não ajudou.
disgust;Quando estava em digressão pela Ásia com a minha equipa atual de futebol, vi europeus idosos com jovens prostitutas asiáticas.
joy;Como professor de um curso noturno, recebi feedback positivo. Quando a atmosfera é boa e existe uma espécie de compreensão relaxada.
fear;Depois de tocar à campainha da entrada comercial da farmácia e ser apanhado por ele.
anger;A visão de um homem que ficou louco (lutando) numa dança.
sadness;Quando estava desempregado.
disgust;Com a boca cheia do pão, bebi diretamente de um pacote de leite que acabou por ser de há semanas (totalmente separado). Demorou um pouco até o leite encharcar o pão.
guilt;Um menino que matou um esquilo com um tiro.
joy;Quando fui aceite como supervisor de um professor estagiário. A notificação chegou por correio.
fear;Quando estive envolvido num acidente de carro em novembro passado, após a primeira queda de neve. Perdi o controle do carro e ele girou e pousou do outro lado da estrada, no acostamento. Foi parado por um poste no topo de um banco inclinado em direção a um riacho.
anger;Com o comité de nomeações de emprego, quando o diretor encarregado explicou que um professor do sexo masculino era mais adequado para um determinado cargo. Eu tinha mais anos de serviço do que o professor do sexo masculino, mas isso não foi levado em consideração. Eu poderia ter recebido um emprego menos atraente se as coisas tivessem corrido da maneira que o diretor queria.
sadness;A filha de 17 anos de um colega está gravemente doente com câncer e tem apenas um ano de vida. Soube disso há 6 semanas.
joy;Quando um amigo próximo me encontrou na estação no meio da noite quando voltei de uma viagem longa e cansativa.
fear;Depois de ter discutido com um namorado, ele ameaçou deixar-me.
anger;Alguém não apareceu numa reunião, apesar de ter concordado em vir.
sadness;Quando percebi que meu casamento estava desmoronando, decidimos nos separar legalmente.
