word,emotion,lexicon_score
Broadside,disgust,0.0
brocado,disgust,0.0
folheto,disgust,0.0
assar,disgust,0.0
quebrado,disgust,0.0
quebrado,disgust,0.0
coração partido,disgust,0.0
corretor,disgust,0.0
corretagem,disgust,0.0
Bronco,disgust,0.0
bronze,disgust,0.0
ninhada,disgust,0.0
ninhada,disgust,0.0
Ribeiro,disgust,0.0
vassoura,disgust,0.0
caldo,disgust,0.0
irmão,disgust,0.0
fraternidade,disgust,0.0
fraternal,disgust,0.0
testa,disgust,0.0
marrom,disgust,0.0
brrr,disgust,0.0
Bruh,disgust,0.0
hematoma,disgust,0.0
morena,disgust,0.0
impacto,disgust,0.0
escovar,disgust,0.0
brutal,disgust,0.0
brutalidade,disgust,0.0
bruto,disgust,0.0
bolha,disgust,0.0
borbulhando,disgust,0.0
bode,disgust,0.0
balde,disgust,0.0
fivela,disgust,0.0
Fifra,disgust,0.0
Bud,disgust,0.0
Buda,disgust,0.0
budismo,disgust,0.0
companheiro,disgust,0.0
Budge,disgust,0.0
orçamento,disgust,0.0
búfalo,disgust,0.0
amortecedor,disgust,0.0
carregando,disgust,0.0
bufê,disgust,0.0
Bugaboo,disgust,0.0
Buggy,disgust,0.0
cornetim,disgust,0.0
construir,disgust,0.0
construtor,disgust,0.0
prédio,disgust,0.0
edifícios,disgust,0.0
lâmpada,disgust,0.0
bulboso,disgust,0.0
protuberância,disgust,0.0
volume,disgust,0.0
antepara,disgust,0.0
volumoso,disgust,0.0
touro,disgust,0.0
buldogue,disgust,0.0
Bulldozer,disgust,0.0
bala,disgust,0.0
boletim,disgust,0.0
a prova de balas,disgust,0.0
Bullock,disgust,0.0
valentão,disgust,0.0
baluarte,disgust,0.0
chateado,disgust,0.0
ressalto,disgust,0.0
BUN,disgust,0.0
monte,disgust,0.0
pacote,disgust,0.0
bangalô,disgust,0.0
beliche,disgust,0.0
bunker,disgust,0.0
Bunt,disgust,0.0
bóia,disgust,0.0
flutuabilidade,disgust,0.0
bur,disgust,0.0
fardo,disgust,0.0
oneroso,disgust,0.0
escritório,disgust,0.0
burocracia,disgust,0.0
roubo,disgust,0.0
enterro,disgust,0.0
enterrado,disgust,0.0
Bolsa,disgust,0.0
burlesco,disgust,0.0
corpulento,disgust,0.0
queimar,disgust,0.0
queimador,disgust,0.0
queimando,disgust,0.0
polido,disgust,0.0
esgotamento,disgust,0.0
rebarba,disgust,0.0
toca,disgust,0.0
bolsa,disgust,0.0
enterrar,disgust,0.0
ônibus,disgust,0.0
arbusto,disgust,0.0
alqueire,disgust,0.0
espesso,disgust,0.0
negócios,disgust,0.0
ônibus,disgust,0.0
busto,disgust,0.0
pego,disgust,0.0
urgência,disgust,0.0
movimentado,disgust,0.0
ocupado,disgust,0.0
butano,disgust,0.0
mordomo,disgust,0.0
bunda,disgust,0.0
manteiga,disgust,0.0
borboleta,disgust,0.0
amanteigado,disgust,0.0
nádega,disgust,0.0
botão,disgust,0.0
contraforte,disgust,0.0
buxom,disgust,0.0
comprar,disgust,0.0
comprador,disgust,0.0
comprando,disgust,0.0
zumbido,disgust,0.0
zumbido,disgust,0.0
Caminhante,disgust,0.0
zumbindo,disgust,0.0
tchau,disgust,0.0
passado,disgust,0.0
Estatuto,disgust,0.0
espectador,disgust,0.0
byte,disgust,0.0
táxi,disgust,0.0
cabala,disgust,0.0
repolho,disgust,0.0
cabine,disgust,0.0
gabinete,disgust,0.0
cabo,disgust,0.0
Cabriolet,disgust,0.0
cache,disgust,0.0
Caddy,disgust,0.0
cadência,disgust,0.0
cadete,disgust,0.0
cafeteria,disgust,0.0
jaula,disgust,0.0
Cairn,disgust,0.0
bolo,disgust,0.0
calamidade,disgust,0.0
calcário,disgust,0.0
calcular,disgust,0.0
calculado,disgust,0.0
calculando,disgust,0.0
Cálculo,disgust,0.0
calculadora,disgust,0.0
cálculo,disgust,0.0
calendário,disgust,0.0
calendário,disgust,0.0
panturrilha,disgust,0.0
calibre,disgust,0.0
calibrar,disgust,0.0
chita,disgust,0.0
pinça,disgust,0.0
chamar,disgust,0.0
caligrafia,disgust,0.0
chamando,disgust,0.0
chamadas,disgust,0.0
calma,disgust,0.0
calmante,disgust,0.0
calma,disgust,0.0
calórico,disgust,0.0
caloria,disgust,0.0
calorímetro,disgust,0.0
Cam,disgust,0.0
Camber,disgust,0.0
camelo,disgust,0.0
Camafeu,disgust,0.0
cinegrafista,disgust,0.0
camisola,disgust,0.0
camuflar,disgust,0.0
camuflado,disgust,0.0
acampamento,disgust,0.0
campanha,disgust,0.0
ativista,disgust,0.0
campanha,disgust,0.0
acampamento,disgust,0.0
campus,disgust,0.0
canal,disgust,0.0
canário,disgust,0.0
cancelar,disgust,0.0
cancelando,disgust,0.0
cancelamento,disgust,0.0
sincero,disgust,0.0
candidatura,disgust,0.0
candidato,disgust,0.0
cristalizado,disgust,0.0
vela,disgust,0.0
à luz de velas,disgust,0.0
velas,disgust,0.0
castiçal,disgust,0.0
candura,disgust,0.0
doce,disgust,0.0
bengala,disgust,0.0
canino,disgust,0.0
vasilha,disgust,0.0
conservas,disgust,0.0
canhão,disgust,0.0
canoa,disgust,0.0
cânone,disgust,0.0
canônico,disgust,0.0
cânones,disgust,0.0
marquise,disgust,0.0
Cantreathe,disgust,0.0
cantina,disgust,0.0
Canterbury,disgust,0.0
canthandleit,disgust,0.0
cantilever,disgust,0.0
canto,disgust,0.0
Cantão,disgust,0.0
CantStandit,disgust,0.0
Cantwin,disgust,0.0
tela,disgust,0.0
tela,disgust,0.0
boné,disgust,0.0
capacidade,disgust,0.0
capaz,disgust,0.0
capacidade,disgust,0.0
capa,disgust,0.0
alcaparra,disgust,0.0
capilar,disgust,0.0
capital,disgust,0.0
capitalista,disgust,0.0
Capitais,disgust,0.0
capitação,disgust,0.0
Capitólio,disgust,0.0
capitulação,disgust,0.0
capricho,disgust,0.0
caprichoso,disgust,0.0
cápsulas,disgust,0.0
Caps Lock,disgust,0.0
cápsula,disgust,0.0
capitão,disgust,0.0
rubrica,disgust,0.0
cativar,disgust,0.0
cativante,disgust,0.0
cativo,disgust,0.0
cativeiro,disgust,0.0
captor,disgust,0.0
capturar,disgust,0.0
carro,disgust,0.0
caramelo,disgust,0.0
quilate,disgust,0.0
caravana,disgust,0.0
carbono,disgust,0.0
carcinoma,disgust,0.0
cartão,disgust,0.0
casaco,disgust,0.0
cardeal,disgust,0.0
cardiomiopatia,disgust,0.0
cartões,disgust,0.0
Cuidado,disgust,0.0
carreira,disgust,0.0
despreocupado,disgust,0.0
cuidadoso,disgust,0.0
com cuidado,disgust,0.0
carícia,disgust,0.0
Caret,disgust,0.0
zelador,disgust,0.0
carga,disgust,0.0
Caribou,disgust,0.0
caricatura,disgust,0.0
carnal,disgust,0.0
cravo,disgust,0.0
carnaval,disgust,0.0
carnívoro,disgust,0.0
Carol,disgust,0.0
canções,disgust,0.0
carrossel,disgust,0.0
carpinteiro,disgust,0.0
transporte,disgust,0.0
carregou,disgust,0.0
operadora,disgust,0.0
carregar,disgust,0.0
carregando,disgust,0.0
carrinho,disgust,0.0
cartel,disgust,0.0
Carter,disgust,0.0
cartilagem,disgust,0.0
Cartográfico,disgust,0.0
cartografia,disgust,0.0
desenho animado,disgust,0.0
Cartouche,disgust,0.0
cartucho,disgust,0.0
esculpir,disgust,0.0
escravilhante,disgust,0.0
escultura,disgust,0.0
cascata,disgust,0.0
caso,disgust,0.0
caseína,disgust,0.0
dinheiro,disgust,0.0
caixa,disgust,0.0
Cashmere,disgust,0.0
invólucro,disgust,0.0
cassino,disgust,0.0
barril,disgust,0.0
caixão,disgust,0.0
elenco,disgust,0.0
casta,disgust,0.0
rodízio,disgust,0.0
castelo,disgust,0.0
rícino,disgust,0.0
castração,disgust,0.0
casual,disgust,0.0
casualmente,disgust,0.0
acidente,disgust,0.0
gato,disgust,0.0
catabolismo,disgust,0.0
Catálogo,disgust,0.0
Catálogo,disgust,0.0
catálise,disgust,0.0
Catalítico,disgust,0.0
catamarã,disgust,0.0
catapulta,disgust,0.0
catarata,disgust,0.0
pegar,disgust,0.0
Catching,disgust,0.0
categórico,disgust,0.0
categoria,disgust,0.0
Cater,disgust,0.0
fornecedor,disgust,0.0
lagarta,disgust,0.0
cates,disgust,0.0
catártico,disgust,0.0
catedral,disgust,0.0
cateter,disgust,0.0
catnip,disgust,0.0
gado,disgust,0.0
Convenção política,disgust,0.0
caudal,disgust,0.0
calafetar,disgust,0.0
causal,disgust,0.0
causalidade,disgust,0.0
causa,disgust,0.0
causado,disgust,0.0
Calçada,disgust,0.0
Cuidado,disgust,0.0
advertência,disgust,0.0
cauteloso,disgust,0.0
cautelosamente,disgust,0.0
cavalaria,disgust,0.0
caverna,disgust,0.0
embargo,disgust,0.0
caverna,disgust,0.0
cavernoso,disgust,0.0
cavidade,disgust,0.0
Pimenta de caiena,disgust,0.0
cessar,disgust,0.0
cessar -fogo,disgust,0.0
incessante,disgust,0.0
ceder,disgust,0.0
teto,disgust,0.0
celebrante,disgust,0.0
comemoro,disgust,0.0
célebre,disgust,0.0
a comemorar,disgust,0.0
celebração,disgust,0.0
celebrações,disgust,0.0
comemorativo,disgust,0.0
celestial,disgust,0.0
celibato,disgust,0.0
célula,disgust,0.0
porão,disgust,0.0
celular,disgust,0.0
celulóide,disgust,0.0
cimento,disgust,0.0
cimentado,disgust,0.0
cemitério,disgust,0.0
censura,disgust,0.0
Censo,disgust,0.0
cent,disgust,0.0
centenário,disgust,0.0
centenário,disgust,0.0
Centro,disgust,0.0
centímetro,disgust,0.0
central,disgust,0.0
centralidade,disgust,0.0
centralização,disgust,0.0
centralizar,disgust,0.0
centralmente,disgust,0.0
centrífugo,disgust,0.0
centrífuga,disgust,0.0
centurião,disgust,0.0
século,disgust,0.0
cerâmica,disgust,0.0
cereal,disgust,0.0
cereais,disgust,0.0
cerebral,disgust,0.0
cerimonial,disgust,0.0
cerimônia,disgust,0.0
certeza,disgust,0.0
certificado,disgust,0.0
certificado,disgust,0.0
certificar,disgust,0.0
cessação,disgust,0.0
palha,disgust,0.0
atrevando,disgust,0.0
Chai,disgust,0.0
corrente,disgust,0.0
cadeira,disgust,0.0
presidente,disgust,0.0
Presidente,disgust,0.0
presidente,disgust,0.0
espreguiçadeira,disgust,0.0
chalé,disgust,0.0
cálice,disgust,0.0
giz,disgust,0.0
desafio,disgust,0.0
desafios,disgust,0.0
câmara,disgust,0.0
Câmaras,disgust,0.0
camaleão,disgust,0.0
champanhe,disgust,0.0
campeão,disgust,0.0
chance,disgust,0.0
chanceler,disgust,0.0
lustre,disgust,0.0
Chandler,disgust,0.0
mudar,disgust,0.0
mutável,disgust,0.0
mudado,disgust,0.0
trocador,disgust,0.0
mudando,disgust,0.0
canal,disgust,0.0
canto,disgust,0.0
caos,disgust,0.0
caótico,disgust,0.0
indivíduo,disgust,0.0
capela,disgust,0.0
capelão,disgust,0.0
Chapman,disgust,0.0
Chaps,disgust,0.0
capítulo,disgust,0.0
Caracteres,disgust,0.0
personagem,disgust,0.0
característica,disgust,0.0
caracterizar,disgust,0.0
charada,disgust,0.0
carvão,disgust,0.0
cobrar,disgust,0.0
cobrável,disgust,0.0
carregador,disgust,0.0
carruagem,disgust,0.0
caridade,disgust,0.0
caridade,disgust,0.0
charme,disgust,0.0
Encantado,disgust,0.0
encantador,disgust,0.0
encantador,disgust,0.0
gráfico,disgust,0.0
Carta,disgust,0.0
fretado,disgust,0.0
perseguir,disgust,0.0
perseguido,disgust,0.0
abismo,disgust,0.0
castigo,disgust,0.0
castidade,disgust,0.0
bater papo,disgust,0.0
castelo,disgust,0.0
conversa,disgust,0.0
conversando,disgust,0.0
falado,disgust,0.0
motorista,disgust,0.0
barato,disgust,0.0
verificar,disgust,0.0
verificador,disgust,0.0
quadriculado,disgust,0.0
jogo de damas,disgust,0.0
lista de controle,disgust,0.0
Ponto de verificação,disgust,0.0
bochecha,disgust,0.0
bochechas,disgust,0.0
Cheep,disgust,0.0
alegrar,disgust,0.0
aplaudido,disgust,0.0
alegre,disgust,0.0
alegria,disgust,0.0
torcendo,disgust,0.0
saúde,disgust,0.0
alegre,disgust,0.0
bolo de queijo,disgust,0.0
guepardo,disgust,0.0
Chemise,disgust,0.0
químico,disgust,0.0
química,disgust,0.0
verificar,disgust,0.0
estimar,disgust,0.0
cereja,disgust,0.0
xadrez,disgust,0.0
peito,disgust,0.0
castanha,disgust,0.0
Chevron,disgust,0.0
mastigar,disgust,0.0
chique,disgust,0.0
Chicane,disgust,0.0
frango,disgust,0.0
chefe,disgust,0.0
principalmente,disgust,0.0
chefe,disgust,0.0
criança,disgust,0.0
parto,disgust,0.0
infância,disgust,0.0
infantil,disgust,0.0
Childloss,disgust,0.0
frio,disgust,0.0
refrigerado,disgust,0.0
arrepiante,disgust,0.0
frio,disgust,0.0
CHIME,disgust,0.0
quimera,disgust,0.0
sinos,disgust,0.0
chaminé,disgust,0.0
China,disgust,0.0
Chine,disgust,0.0
Chinook,disgust,0.0
lasca,disgust,0.0
lascando,disgust,0.0
chilro,disgust,0.0
chilrear,disgust,0.0
formão,disgust,0.0
chit,disgust,0.0
Cavalaria,disgust,0.0
clorofórmio,disgust,0.0
chocolate,disgust,0.0
escolha,disgust,0.0
escolhas,disgust,0.0
coro,disgust,0.0
estrangular,disgust,0.0
escolher,disgust,0.0
Escolhendo,disgust,0.0
cortar,disgust,0.0
cortando,disgust,0.0
CHOPS,disgust,0.0
coral,disgust,0.0
acordes,disgust,0.0
tarefa,disgust,0.0
Refrão,disgust,0.0
escolhido,disgust,0.0
Chow,disgust,0.0
Chowder,disgust,0.0
Cristo,disgust,0.0
batismo,disgust,0.0
Natal,disgust,0.0
Feriado de natal,disgust,0.0
Noite de Natal,disgust,0.0
espirito natalino,disgust,0.0
Natal,disgust,0.0
época de Natal,disgust,0.0
cromático,disgust,0.0
cromatografia,disgust,0.0
cromossoma,disgust,0.0
crônica,disgust,0.0
crônica,disgust,0.0
cronógraf,disgust,0.0
cronológico,disgust,0.0
gordinho,disgust,0.0
mandril,disgust,0.0
risada,disgust,0.0
pedaço,disgust,0.0
Chunky,disgust,0.0
igreja,disgust,0.0
cemitério,disgust,0.0
batedor,disgust,0.0
Chute,disgust,0.0
molho picante,disgust,0.0
tchau,disgust,0.0
cidra,disgust,0.0
charuto,disgust,0.0
cigarro,disgust,0.0
Cincha,disgust,0.0
cinza,disgust,0.0
cinema,disgust,0.0
Cinematográfico,disgust,0.0
cinematografia,disgust,0.0
canela,disgust,0.0
cifra,disgust,0.0
círculo,disgust,0.0
circulando,disgust,0.0
o circuito,disgust,0.0
circular,disgust,0.0
circular,disgust,0.0
circulação,disgust,0.0
circuncisão,disgust,0.0
circunferência,disgust,0.0
circunferencial,disgust,0.0
circunscrito,disgust,0.0
circunstância,disgust,0.0
circunstâncias,disgust,0.0
circunstancial,disgust,0.0
contornar,disgust,0.0
circo,disgust,0.0
Cirrus,disgust,0.0
cisterna,disgust,0.0
Cidadela,disgust,0.0
citação,disgust,0.0
cidadão,disgust,0.0
citrina,disgust,0.0
cidade,disgust,0.0
Civic,disgust,0.0
Civil,disgust,0.0
civil,disgust,0.0
civis,disgust,0.0
civilidade,disgust,0.0
civilização,disgust,0.0
civilizado,disgust,0.0
vestido,disgust,0.0
alegar,disgust,0.0
clarividente,disgust,0.0
molusco,disgust,0.0
grampo,disgust,0.0
clã,disgust,0.0
clandestino,disgust,0.0
aplaudir,disgust,0.0
palmas,disgust,0.0
esclarecer,disgust,0.0
clarinete,disgust,0.0
Clarion,disgust,0.0
clareza,disgust,0.0
choque,disgust,0.0
conflitando,disgust,0.0
fecho,disgust,0.0
aula,disgust,0.0
clássico,disgust,0.0
clássico,disgust,0.0
clássicos,disgust,0.0
classificação,disgust,0.0
classificar,disgust,0.0
colega de classe,disgust,0.0
barulho,disgust,0.0
cláusula,disgust,0.0
cláusulas,disgust,0.0
claustrofobia,disgust,0.0
Claustrofóbico,disgust,0.0
garra,disgust,0.0
Garras,disgust,0.0
argila,disgust,0.0
limpar,disgust,0.0
limpeza,disgust,0.0
limpeza,disgust,0.0
limpo,disgust,0.0
limpar,disgust,0.0
limpeza,disgust,0.0
liberação,disgust,0.0
limpeza,disgust,0.0
clareza,disgust,0.0
decote,disgust,0.0
Cleagem,disgust,0.0
clave,disgust,0.0
fenda,disgust,0.0
clemência,disgust,0.0
clero,disgust,0.0
clérigo,disgust,0.0
clerical,disgust,0.0
atendente,disgust,0.0
estágio,disgust,0.0
esperto,disgust,0.0
inteligência,disgust,0.0
clique,disgust,0.0
cliente,disgust,0.0
clientela,disgust,0.0
penhasco,disgust,0.0
clima,disgust,0.0
climatologia,disgust,0.0
clímax,disgust,0.0
escalar,disgust,0.0
agarrar -se,disgust,0.0
clínico,disgust,0.0
grampo,disgust,0.0
Clipper,disgust,0.0
recorte,disgust,0.0
Clique,disgust,0.0
capa,disgust,0.0
relógio,disgust,0.0
relógio,disgust,0.0
entupir,disgust,0.0
claustro,disgust,0.0
fechar,disgust,0.0
fechado,disgust,0.0
proximidade,disgust,0.0
armário,disgust,0.0
fecho,disgust,0.0
coágulo,disgust,0.0
pano,disgust,0.0
vestir,disgust,0.0
roupas,disgust,0.0
varal de roupas,disgust,0.0
roupas,disgust,0.0
nuvem,disgust,0.0
nublado,disgust,0.0
nebulosidade,disgust,0.0
nuvens,disgust,0.0
nublado,disgust,0.0
trevo,disgust,0.0
cravo,disgust,0.0
palhaço,disgust,0.0
palhaços,disgust,0.0
clube,disgust,0.0
Clubhouse,disgust,0.0
clubes,disgust,0.0
dica,disgust,0.0
Brump,disgust,0.0
conjunto,disgust,0.0
embreagem,disgust,0.0
garras,disgust,0.0
desordem,disgust,0.0
treinador,disgust,0.0
coagulação,disgust,0.0
carvão,disgust,0.0
Coalesce,disgust,0.0
aliança,disgust,0.0
costa,disgust,0.0
costeiro,disgust,0.0
montanha -russa,disgust,0.0
casaco,disgust,0.0
Revestimento,disgust,0.0
Coaxial,disgust,0.0
cobalto,disgust,0.0
godo,disgust,0.0
sapateiro,disgust,0.0
COBRA,disgust,0.0
cocaína,disgust,0.0
galo,disgust,0.0
Cockpit,disgust,0.0
coquetel,disgust,0.0
cacau,disgust,0.0
casulo,disgust,0.0
bacalhau,disgust,0.0
código,disgust,0.0
códice,disgust,0.0
codificação,disgust,0.0
codificar,disgust,0.0
coeficiente,disgust,0.0
coercitivo,disgust,0.0
coexiste,disgust,0.0
coexistência,disgust,0.0
coexistir,disgust,0.0
café,disgust,0.0
caixão,disgust,0.0
cog,disgust,0.0
convincente,disgust,0.0
cognato,disgust,0.0
conhecimento,disgust,0.0
cognitivo,disgust,0.0
coabitação,disgust,0.0
coerência,disgust,0.0
coerente,disgust,0.0
coesão,disgust,0.0
coeso,disgust,0.0
coorte,disgust,0.0
bobina,disgust,0.0
enrolado,disgust,0.0
moeda,disgust,0.0
cunhagem,disgust,0.0
coincidir,disgust,0.0
coincidência,disgust,0.0
coincidente,disgust,0.0
coincidindo,disgust,0.0
Coca,disgust,0.0
frio,disgust,0.0
friamente,disgust,0.0
suor frio,disgust,0.0
cólica,disgust,0.0
colaborador,disgust,0.0
colarinho,disgust,0.0
agarrar,disgust,0.0
garantia,disgust,0.0
agrupamento,disgust,0.0
colega,disgust,0.0
coletar,disgust,0.0
coletado,disgust,0.0
coleção,disgust,0.0
coletivo,disgust,0.0
coletivamente,disgust,0.0
colecionador,disgust,0.0
faculdade,disgust,0.0
colegial,disgust,0.0
colida,disgust,0.0
Collie,disgust,0.0
colisão,disgust,0.0
Colocação,disgust,0.0
coloquial,disgust,0.0
cólon,disgust,0.0
coronel,disgust,0.0
colonial,disgust,0.0
colônia,disgust,0.0
Colofão,disgust,0.0
cor,disgust,0.0
coloração,disgust,0.0
colori,disgust,0.0
coloração,disgust,0.0
incolor,disgust,0.0
cores,disgust,0.0
colossal,disgust,0.0
potro,disgust,0.0
coluna,disgust,0.0
colunar,disgust,0.0
coma,disgust,0.0
em coma,disgust,0.0
pentear,disgust,0.0
combate,disgust,0.0
combatente,disgust,0.0
combativo,disgust,0.0
combinação,disgust,0.0
Combinatório,disgust,0.0
combinar,disgust,0.0
combinado,disgust,0.0
combustível,disgust,0.0
combustão,disgust,0.0
comédia,disgust,0.0
cometa,disgust,0.0
conforto,disgust,0.0
Consolador,disgust,0.0
reconfortante,disgust,0.0
confortável,disgust,0.0
quadrinho,disgust,0.0
cômico,disgust,0.0
chegando,disgust,0.0
vírgula,disgust,0.0
comando,disgust,0.0
comandante,disgust,0.0
comandante,disgust,0.0
comandante,disgust,0.0
comemorar,disgust,0.0
comemoração,disgust,0.0
comemorativo,disgust,0.0
começar,disgust,0.0
elogiar,disgust,0.0
louvável,disgust,0.0
elogio,disgust,0.0
proporcional,disgust,0.0
Comente,disgust,0.0
comentário,disgust,0.0
comentarista,disgust,0.0
comércio,disgust,0.0
comercial,disgust,0.0
comissário,disgust,0.0
comissão,disgust,0.0
comissário,disgust,0.0
comprometer-se,disgust,0.0
compromisso,disgust,0.0
empenhado,disgust,0.0
Comitê,disgust,0.0
mercadoria,disgust,0.0
comodoro,disgust,0.0
comum,disgust,0.0
comumente,disgust,0.0
comum,disgust,0.0
Comuns,disgust,0.0
comunidade,disgust,0.0
comoção,disgust,0.0
comuna,disgust,0.0
comunicável,disgust,0.0
comunicar,disgust,0.0
comunicação,disgust,0.0
comunicativo,disgust,0.0
comunhão,disgust,0.0
O comunismo,disgust,0.0
comunista,disgust,0.0
comunidade,disgust,0.0
comutação,disgust,0.0
comutativo,disgust,0.0
trajeto,disgust,0.0
Companheiro,disgust,0.0
compactar,disgust,0.0
compactação,disgust,0.0
compactação,disgust,0.0
companheiro,disgust,0.0
companhia,disgust,0.0
empresa,disgust,0.0
comparável,disgust,0.0
comparativo,disgust,0.0
comparativamente,disgust,0.0
comparação,disgust,0.0
compartimento,disgust,0.0
bússola,disgust,0.0
compaixão,disgust,0.0
compassivo,disgust,0.0
compatibilidade,disgust,0.0
compatível,disgust,0.0
obrigar,disgust,0.0
compelido,disgust,0.0
atraente,disgust,0.0
compêndio,disgust,0.0
compensar,disgust,0.0
compensação,disgust,0.0
compensatório,disgust,0.0
competência,disgust,0.0
competência,disgust,0.0
competente,disgust,0.0
concorrência,disgust,0.0
competitivo,disgust,0.0
concorrente,disgust,0.0
compilação,disgust,0.0
compilar,disgust,0.0
Complacência,disgust,0.0
complacente,disgust,0.0
reclamar,disgust,0.0
reclamação,disgust,0.0
complemento,disgust,0.0
complementar,disgust,0.0
completo,disgust,0.0
concluído,disgust,0.0
completamente,disgust,0.0
integridade,disgust,0.0
completando,disgust,0.0
conclusão,disgust,0.0
complexo,disgust,0.0
complexo,disgust,0.0
tez,disgust,0.0
complexidade,disgust,0.0
conformidade,disgust,0.0
compatível,disgust,0.0
complicar,disgust,0.0
complicado,disgust,0.0
complicação,disgust,0.0
cumplicidade,disgust,0.0
elogio,disgust,0.0
complementar,disgust,0.0
cumprir,disgust,0.0
cumprindo,disgust,0.0
Compo,disgust,0.0
componente,disgust,0.0
compor,disgust,0.0
composto,disgust,0.0
compositor,disgust,0.0
composto,disgust,0.0
composição,disgust,0.0
compostura,disgust,0.0
composto,disgust,0.0
compreender,disgust,0.0
compreensão,disgust,0.0
compreensivo,disgust,0.0
comprimir,disgust,0.0
comprimido,disgust,0.0
compressível,disgust,0.0
compressão,disgust,0.0
compreende,disgust,0.0
compromisso,disgust,0.0
Controlador,disgust,0.0
compulsão,disgust,0.0
obrigatório,disgust,0.0
computável,disgust,0.0
computação,disgust,0.0
calcular,disgust,0.0
computador,disgust,0.0
camarada,disgust,0.0
vigarista,disgust,0.0
concatenação,disgust,0.0
côncavo,disgust,0.0
esconder,disgust,0.0
escondido,disgust,0.0
ocultação,disgust,0.0
presunção,disgust,0.0
pretensios,disgust,0.0
concebível,disgust,0.0
concentrado,disgust,0.0
concentração,disgust,0.0
concêntrico,disgust,0.0
concepção,disgust,0.0
preocupação,disgust,0.0
preocupado,disgust,0.0
show,disgust,0.0
concessão,disgust,0.0
concessional,disgust,0.0
porteiro,disgust,0.0
conciliação,disgust,0.0
conciso,disgust,0.0
conclave,disgust,0.0
concluir,disgust,0.0
final,disgust,0.0
conclusão,disgust,0.0
mistura,disgust,0.0
concomitante,disgust,0.0
concórdia,disgust,0.0
concordância,disgust,0.0
Concours,disgust,0.0
Concurso,disgust,0.0
concreto,disgust,0.0
concordância,disgust,0.0
simultâneo,disgust,0.0
concordando,disgust,0.0
concussão,disgust,0.0
condenar,disgust,0.0
condensação,disgust,0.0
condensado,disgust,0.0
condescendente,disgust,0.0
condimento,disgust,0.0
doença,disgust,0.0
condicional,disgust,0.0
condicionalmente,disgust,0.0
condicionado,disgust,0.0
condições,disgust,0.0
pêsames,disgust,0.0
Condolências,disgust,0.0
perdoar,disgust,0.0
propício,disgust,0.0
conduta,disgust,0.0
condução,disgust,0.0
condutividade,disgust,0.0
condutor,disgust,0.0
conduíte,disgust,0.0
cone,disgust,0.0
confederado,disgust,0.0
confederação,disgust,0.0
conferir,disgust,0.0
conferência,disgust,0.0
confessar,disgust,0.0
confissão,disgust,0.0
confessional,disgust,0.0
confissões,disgust,0.0
confiar,disgust,0.0
confiança,disgust,0.0
confiante,disgust,0.0
confidencial,disgust,0.0
confidencialmente,disgust,0.0
configuração,disgust,0.0
limitar,disgust,0.0
confinamento,disgust,0.0
confins,disgust,0.0
confirme,disgust,0.0
confirmação,disgust,0.0
confirmatório,disgust,0.0
confirmado,disgust,0.0
confiscar,disgust,0.0
confisco,disgust,0.0
conflagração,disgust,0.0
conflito,disgust,0.0
conflitante,disgust,0.0
confluência,disgust,0.0
conformidade,disgust,0.0
conformação,disgust,0.0
conformidade,disgust,0.0
confundir,disgust,0.0
confuso,disgust,0.0
enfrentar,disgust,0.0
confundir,disgust,0.0
confusão,disgust,0.0
agradável,disgust,0.0
congênito,disgust,0.0
congestionamento,disgust,0.0
conglomerado,disgust,0.0
conglomeração,disgust,0.0
parabéns,disgust,0.0
congratulatório,disgust,0.0
se reunir,disgust,0.0
congregação,disgust,0.0
Congresso,disgust,0.0
Congressista,disgust,0.0
congruência,disgust,0.0
cônica,disgust,0.0
cônico,disgust,0.0
conjetura,disgust,0.0
conjugal,disgust,0.0
conjugado,disgust,0.0
conjugação,disgust,0.0
conjunção,disgust,0.0
conjuntivo,disgust,0.0
Conjure,disgust,0.0
conjurar,disgust,0.0
conectar,disgust,0.0
conectado,disgust,0.0
conexão,disgust,0.0
Connective,disgust,0.0
conhecedor,disgust,0.0
conquistar,disgust,0.0
conquistador,disgust,0.0
conquista,disgust,0.0
consciência,disgust,0.0
consciente,disgust,0.0
consciência,disgust,0.0
recrutamento,disgust,0.0
consagração,disgust,0.0
consecutivo,disgust,0.0
consentimento,disgust,0.0
consentindo,disgust,0.0
consequência,disgust,0.0
conseqüente,disgust,0.0
conservação,disgust,0.0
conservadorismo,disgust,0.0
conservador,disgust,0.0
conservatório,disgust,0.0
conservar,disgust,0.0
considerável,disgust,0.0
atencioso,disgust,0.0
consignatário,disgust,0.0
Consignação,disgust,0.0
consistência,disgust,0.0
consistente,disgust,0.0
consolação,disgust,0.0
console,disgust,0.0
consolidar,disgust,0.0
consolidação,disgust,0.0
consoante,disgust,0.0
consorte,disgust,0.0
conspícuo,disgust,0.0
conspiração,disgust,0.0
conspirar,disgust,0.0
polícia,disgust,0.0
constância,disgust,0.0
constante,disgust,0.0
constantemente,disgust,0.0
constelação,disgust,0.0
consternação,disgust,0.0
constituinte,disgust,0.0
constituintes,disgust,0.0
constituir,disgust,0.0
constituição,disgust,0.0
constitucional,disgust,0.0
Constitucionalidade,disgust,0.0
restringir,disgust,0.0
restrito,disgust,0.0
limitação,disgust,0.0
