sentiment;text
sadness;While walking through an old mining area, I unwittingly disturbed a a wallaby which, in its resultant flight, accidentally fell down a a deep mine shaft. On investigation it seemed uninjured, but it a was impossible for the wallaby to get out, and also for me to get a it out of the shaft. To prevent its suffering a slow death, I a shot it.
disgust;A colleague and I were sitting on a bench next to an old man in a a shopping centre. the old man coughed and spluttered somewhat, a then with his fingers removed the resultant phlegm and mucous a from his mouth, and transferred it onto the armrest of the a bench.
shame;I had promised to contact a friend about a particular matter by a a certain date, then thought no more about it until the friend a reminded me after the date had passed.
guilt;A neighbour complained about smoke from my backyard incinerator a entering his house after a change of wind direction. I lit the a fire after originally checking that the wind would not blow the a smoke in that direction.
joy;On my birthday, when a very close friend sent me a huge bouquet a of flowers.
fear;When I heard that there had been some women raped at uni, just a near where I usually park my car and walk by myself at night. a Although I wasn't in danger it unnerved me for days and I was a fearful whenever walking through the area.
anger;When the person I am going out with let me down in a situation a that I was depending on them, and didn't show respect or care.
sadness;When I found out that a person I went to school with had died in a a car accident.
disgust;When I heard about the way a parent of a friend had mistreated a him, and caused a great instability.
shame;When I realised that I had become too emotionally involved with a the person I'm going out with, and when I began to like someone a else and questioned whether I really care about person I'm with.
guilt;When I came very late one night (or morning !) and my parents a were waiting, not so much angrgy as disappointed.
joy;One of my friends and I had breakfast in a restaurant. It was a spontaneous and lots of fun.
fear;I was walking home late at night from lectures and someone a deliberately started following me. It was dark and I was scared.
anger;At one of my close friends saying she didn't like the way I am a nice to people I don't know, or who have been nasty to me.
sadness;Leaving Melbourne to move interstate - leaving relatives and a friends behind.
disgust;Disgust at a girl I know for continually feeling sorry for herself a and never acting positively to do something about her problems.
shame;I am ashamed of the horrible way I used to treat my little a sister.
guilt;Often I forget to give my immediate family birthday presents.
joy;I noticed that Meryl Streep and I had similar cheekbones and jaw a structure.
fear;I do not recall being scared in the near past.
anger;As for disgust.
sadness;Girl I was fond of did not initiate conversation as I expected in a tutorial.
disgust;I realised that someone was insidiously attempting to shit me off a I was disgusted with him for doing so, because I afforded him a with no excuse to do so.
shame;I do not seem to feel emotion such as shame, guilt or fear - far a out !
guilt;I cannot recall feeling guilty in the near past. REMARK - SUBJECT MAY NOT HAVE TAKEN THE EXERCISE VERY SERIOUSLY.
joy;When I was complimented and called delightful.
fear;When my mother was angry with me over my friends and boyfriend.
anger;Anger towards my lover for being late.
sadness;The death of my twin sister - suicide.
disgust;Disgust with myself for consistently making foolish errors in a communicating with others (asking for 1/2 Kg of nuts when I only a wanted 50 g).
shame;I had been rude to my mother at a time when she needed a comforting, not anger (death of my sister).
guilt;Guilt - because I had not written to my sister for months before a she died.
joy;My current lover and I had been very busy with work and study and a had not had time alone together for almost a month until one a afternoon recently when we made love for hours and then showered a and ate together.
fear;A workmate and I had been antagonistic with each other for some a weeks - he had reacted violently to my criticisms of his work a standards.
anger;I had been having a heated argument with a lover - whose a intention was that we should marry in the near future - and was a rejected by her when I started to cry. When I stopped crying for a a moment she said There, have you got it all out now ?.
sadness;I was alone in my parents' house, having made plans to spend the a afternoon with a lover (plans which the lover cancelled), a watching a movie and considering my life and circumstances - a pressures of examinations in particular.
disgust;I discovered some pornographic literature in a workmates drawers. a The literature featured pictures of naked women defecating on one a another.
shame;Upon returning from a journey of about two weeks duration, I a found that a collection of pornographic literature had been a removed from my room I had previously thought that no one was a aware of the existence of this material.
guilt;My mother and father had forbidden me to ride my scooter on the a road, and I had transgressed (together with the wild kids from aacross the street) by riding my scooter down a steep hill near aour house. My mother sent the boy next door to collect me, and I awas severely scolded.
joy;Blank.
fear;After going through a glass door, I sustained a number of serious a cuts which were gaping open.
anger;The mother of a person with whom we had been sharing a housing a accused me of trying to rip her off over payment of bills in the a house. 
sadness;Watching 11 am. They had a programme on the starving refugees. aTheir plight was a source of sadness for me.
disgust;A girl with whom I was staying having sex with a person for about a 3 nights running, and then with his brother the following night, a and back again.
shame;During an argument an acquaintance accused me of having insulted a her parents by having had sex in their house which they a overheard.
guilt;A girl whom I hadn't seen for a period of time told me that she a had been pregnant and had an abortion - I was the father.
joy;When my boyfriend last told me he loved me after I gave him an a impulsive kiss.
fear;When my boyfriend was leaving to go home one night, I had a very a deep sense of uneasiness and an unwarranted fear that I wouldn't a see him again.
anger;Anger with boyfriend's best friend for alienating me and blaming a me for personality changes in my boyfriend and changes in my a boyfriend's attitude to him and his obvious egoistical attitude a himself in doing so. I also lost one of my best friends - his a girlfriend.
sadness;Death of paternal grandmother to whom I was very close - died of a cancer.
disgust;Disgust with oneself after being intoxicated enough to go to bed a with a stranger.
shame;I feel shame every time I think of very dear friends of mine a abroad who were family to me for a year, and now 2 years later, I a have attempted, but have not actually gone through with a corresponding with them, to express my feelings and gratitude.
guilt;After being told that an ex-boyfriend had been hurt by my wearing a something he had given me when I was with another guy. I was a unaware of my actions really, as I had not considered the fact a that he had given it to me, and might see me. I still respected a his opinions of me.
joy;When I thought that my high school love and I had a mutual a emotion.
fear;I was on my surf ski. Rather large waves to strong current a separated me from my ski and we both began to drift slowly a (actually rather quickly) away to sea. The direction I was a drifting in was taking me straight over a reef on which rather a large sharks were constantly being caught. (I was alone with no a one to help me).
anger;I was enjoying the company of bird life while I was eating lunch a in a park when a group of people began throwing sticks at some of a the birds - for no reason other than the satisfaction of seeing a them being scared away.
sadness;When I left my sister's house after staying there for a few days. a She has two little boys, and they are very warm people (the a family). At the time, I was in need of this sort of contact, and a I grew very fond of children (no, I'm not a paedophiliac).
disgust;When my father revealed inconsistent morals.
shame;When I woke up after a night of drinking I couldn't remember and a discovered several untoward things had occurred.
guilt;Leaving home when my mother thought I had no reason to go and a felt that I was rejecting her. She is a constantly depressed a person (a bit of a worry-wort) and I felt guilty about having a given her this additonal problem.
joy;I'd just got the top mark in an exam.
fear;My brother and I were driving to Brisbane when he drove back onto a the road, perhaps cutting off another car but not noticeable - a this driver did his best to drive us off the road for about 1/2 a an hour.
anger;I was at the corner shop, which I patronise regularly I had only a a $ 50 note and I purchased about $ 3 worth of goods that I a really needed - the keeper made sarcastic remarks to others about a people using him to cash notes.
sadness;My mother died of cancer after a 4 year illness - I think the a most pregnant moment of sadness was the next morning, just as the a sun rose.
disgust;A lecturer in great detail spoke about his sexual experiences.
shame;I was walking outside the union refec after rain when I tripped a and fell.
guilt;I stole 5c from my mother's purse for a choo-choo bar - I was 6.
joy;On a sailing boat at night, under a full moon, listening to Pink a Floyd, drinking good wine, with good company, the boat being a steered by autopilot, and a full eclipse of the moon.
fear;Fear of sexual overtures from a close relative in the family.
anger;When my rights to use a shared house had been usurped by a co-owners out of pure selfishness.
sadness;At rejection / being ignored by a loved person held in great a esteem.
disgust;Viewing the nuclear war film Threads.
shame;Following heavy stirring / ridiculing a close friend who was a very vulnerable to such attack - inspiring fierce, defensive a counter-attack.
guilt;Guilt at having pressed another person to expose/explore his a personal weaknesses/faults, to the extent that the other person a was made to feel terrible/defensive.
joy;Family member survived an operation.
fear;I was walking to my car at night and thought that I was being a followed.
anger;I walked in on a teenage patient of mine (I work in a hospital) a as he was going through my office drawers and he had removed a money from my purse.
sadness;Death of grandmother.
disgust;When I became aware that an acquaintance had stolen from friends.
shame;Caught cheating on a diet.
guilt;I had shown anger toward my dog and he was killed later that day.
joy;A close married friend has just had his first child.
fear;Stranded in the north of Fraser Island with a submerged 4 WD hire a vehicle.
anger;Not being alowed on a school camp with the class I'd been in for a 11 years (I had stayed down due to illness)
sadness;At the funeral of a friend about 20 years old, who was killed in a a hit-and-run motorcycle accident.
disgust;A female friend was violently ill on the return journey from a a wedding reception we attended. Getting her out of the car when a home took quite a while.
shame;Cheating in a minor geography exam at school.
guilt;I wasn't able to see my girlfriend on her birthday and because I a was late arriving home from uni, I didn't phone her as arranged a at a certain time (she rang in the meantime).
joy;Having received an offer to do post-graduate work.
fear;Taking a trip to crocokile country I fell out of the boat and was a motivated by fear of being eaten to perform great swimming feats.
anger;Last night - finding that someone in the house had eaten an a entire packet of almonds I had bought for a family treat.
sadness;The loss of my father as he died of a massive and sudden heart a attack.
disgust;When after a party celebrating a friend's 21st birthday - upon a leaving I found 10 people outside throwing up and further 4 a unconscious.
shame;Having had a very heated argument with my sister - I began a hitting her about the head with a newspaper I was holding.
guilt;A situation where I stole a friends wife's wallet.
joy;Winning a tight tennis match. One set to play, and the team was a behind by 3 games. We won the last set 6-2 and won the match by a a game.
fear;When at school, I threw a duster at another child and hit him in a the head. The blow caused a flesh wound and I was afraid of what a would happen to me when the teacher found out the circumstances.
anger;Finding that a subordinate at work was still not willing to a cooperate after discussions to try and resolve an attitude a problem.
sadness;Death of the family dog.
disgust;We had friends to dinner and one of them threw a beer bottle in a the air, and it bounced on an expensive table and damaged the a table.The person did not apologise.
shame;After making a joke about a friend's marriage that was too a personal.
guilt;Carried out a vandalistic act on some windows at an old army a location.
joy;Arriving in New Zealand as a teenager - first overseas trip - a something exhilarating about the change of scenery etc.
fear;As a child (i.e. 5-7) hiking in reasonably rugged bush and a becoming lost for a duration of 5-7 hours.
anger;Following an argument with my brother, he broke my golf clubs.
sadness;Leaving the house myself and a female friend had shared for 6-8 a months because of the friendship which developed and our approach a to each other in occasional instances of several personal crises.
disgust;Discovering a good friend had lied to me, resulting in a a detrimental relationship with another person.
shame;No specific instances - perhaps having lied as a child resulting a in someone else being blamed for the event.
guilt;Leaving University in 1982 following exclusion and lying to a parents/friends about reasons for leaving, i.e. lying about the a fact of having been excluded.
joy;Going to a friend's wedding and seeing many of my old friends a whom I had known before I moved to a new district five years a previously.
fear;Car accident. Travelling as a passenger along narrow bitumen road a at night - trying to overtake semi-trailer. The truck pulled over a onto our side and we hit the wet dirt, swerved back into the a truck, back onto the verge, over a guide post and into a ditch.
anger;At school when I had a shouting argument with a friend over my a ability to carry out a particular duty in the correct way without a harming her.
sadness;Looking up end-of-semester results, and finding I'd failed three a out of seven (subjects).
disgust;When I found out some family friends were embezzelling the a company they worked for - using company petrol and food supplies a and claiming furniture and crockery.
shame;When my best friend foud out I'd been lying about something I'd a been doing behind her back.
guilt;After having told an authority figure a very large lie I was told a she believed me, because she believed I had never lied to her. 
joy;After being away on a holiday for 2 months, a friend, who lived a interstate, had remembered when I'd get back and phoned to a welcome me home on the night of my arrival.
fear;Walking along with a dog barking at you and following you.
anger;Doing a group assignment and being left to do all the work and a take the blame for any mistakes.
sadness;After training for an Australian championship competition for a a year and then injuring myself 2 weeks before the competiotion.
disgust;Someone ruining someone's property just for the fun of it.
shame;A friend giving me an expensive Christmas gift while I gave her a a cheap one.
guilt;Talking about someone behind their back.
joy;I was captain of the school swimming team. The team was only two a points in front before the last relay. We won the relay, which I a swam in, and thus my team won the championship.
fear;I was in about Grade 7, I came home from school one day and was told a that my mother had skin cancer and would have to go to the hospital a straight away.
anger;Brother provoked anger. It was when mother and father were away a and we had to look after ourselves. He accused me of being a selfish and a snob.
sadness;Shifted from Melbourne to Brisbane. All my old school friends a gave me a party and I had to say good-bye to them all.
disgust;Was picking up my father from work and on passing through the a Valley watched three prostitutes walk up and down waiting for a someone to pick them up. Clothing was disgusting.
shame;Had a very good friend. We grew apart I found myself running her a down to other friends.
guilt;Guilt after fighting with my sister (for) telling her how bad she a was.
joy;When I won the Under 18 Showjumping at the Brookfield Show. The acompetition was very stiff and there were many riders competing.
fear;When I was on holiday, walking back to where I was staying, at a night, and two men started closely following me. There was nobody a around that I could run to.
anger;When my mother and father split up I was angry: I felt deprived a and different from other children at school.
sadness;I was terribly upset when my kitten got hit by a car. He didn't a die, but for several weeks we thought he might have to be put a down.
disgust;When I heard that one of my good friends, when at a party, had a got herself involved with some very undesirable characters and a was experimenting with drugs.
shame;When I hadn't studied for an exam, so I pretended to be sick so I a wouldn't have to go to school. I lied to my mother - she realized a I had been lying when she got home from work and found that I had a been over to a friend's place.
guilt;When I was young, I stole some money from my mother's purse. It a wasn't very much, but I can remember when she found it gone I a felt very guilty.
joy;Day I received my T.E. score and acceptance into my chosen course. a 
fear;First day at University (I didn't know what to expect).
anger;At a school dance when my supposed best friend kept walking aaway from me whenever I came near her.
sadness;At end of school - function to celebrate ? Leaving friends who aI'd known for up to 12 years.
disgust;While watching a film of an experimental operation on a cat's a brain in which the cat had metal pieces protruding from its eyes, a mouth etc. to keep the head stable while being cut open.
shame;When my mother asked me to do a job for her which does not a require much effort on my part, yet I refused for selfish reasons a and saw her have to do it.
guilt;After having been told not to take the car, I took it anyway and a felt guilty about having taken it.
joy;Eating biscuits and drinking Milo (Chocolate energy drink made a with milk and usually drunk warm) with my friend at College. We a get on really well, don't withold any feelings about each other's a friends and are pretty good at cheering each other up when we are a homesick.
fear;Going to a disco by myself to wait for some friends. We had a separated and hadn't planned where to meet. I wasn't sure if they a were even going to this place so I felt very conscious of being a alone.
anger;A person ignored my advice, did not pay any attention to what was a saying. She acted as though I wasn't even there. We were doing a group work so everybody had the right to speak yet she just a ignored me. She made me feel insignificant.
sadness;A friend of mine is having psychiatric problems because of his a mother's death ages ago. He is really quiet and because it a relates back to his childhood I feel sadness for him. He doesn't a lead a normal life and it just seems unfair.
disgust;At school, when the only thing people my age could think of was getting a rolling drunk. They couldn't have a good time without firstly a getting drunk.
shame;A girl I was with yelled something out to this group of guys I a knew. It sounded really childish.
guilt;I didn't tell my parents exacly what had made me so late in a getting home one night. I left out some details and somehow, I a felt I had lied to them.
joy;Getting a good mark for a subject I had worked hard at but a expected only a moderate mark.
fear;When cleaning up a pile of junk under our house, a huge spider (a a Jungle Spider) ran out near me. (I do not like even small aspiders).
anger;At the hardware store, trying to convert Imperial to Metric a measurements, I made a mistake, and didn't buy enough tiles for a the bathroom. I was angry at myself, because I hope to be a Maths a teacher.
sadness;My father died last year after an 8-week severe illness.
disgust;During the PY 102 film session on Tuesday, one of the films shown a was of an experiment on a live cat involving strapping it into a a machine for possibly days, and doing things to its brain.
shame;Several years ago I was caught riding the train without a ticket. a The station-mistress treated me like a criminal almost.
guilt;I was walking quite quickly and unthinking through a children's a playground, when a toddler ran in front of me I knocked him over a and he hit his head quite hard and began crying.
joy;I got a good reaction from my tutor and tutorial group for a a presentation I'd given that I was very worried about.
fear;A man was yelling outside my window at 3.00 am, yelling threats, a though not to me.
anger;Going away for the weekend, leaving my College room open - when I a returned several friends had had a party there, leaving the mess.
sadness;Passing away of my father.
disgust;At a party where the boys were telling revolting stories about a the girls they'd been with.
shame;Getting slightly intoxicated at the 1984 I.C.C. Ball.
guilt;I felt guilty about going out when I should have been studying a for a presentation I had to give on Wednesday the next week.
joy;When I received the results from my final examination - Higher a School Certificate - and received a mark that was beyond my a wildest expectations.
fear;Walking around the University at night by myself, having been a previously warned of rapes, etc.
anger;When I received the mark well above requirements for the course I a wanted to enter, yet I was not accepted - anger at the injustice a of it, because I didn't receive early release of H.S.C. marks.
sadness;When I left all my friends at school (break up) knowing we would a probably all go our separate ways, and none see one another for a a long time.
disgust;At my father, when he yelled and accused my sister's friend (over a the phone) of doing something he didn't do, or know anything a about.
shame;When I was little and didn't own up to placing a lolly on the a varnish, this pulled it all off and I didn't admit my guilt.
guilt;I felt guilty when I skipped a two hour practical class I knew I a would miss out on more information which I did not know, but I a couldn't cope with going.
joy;Got through first semester University.
fear;At the tender age of eleven a friend and I left a party and a proceeded to walk through dark and secluded streets of a bad a neighborhood to find a telephone (recent spate of Horror Movie a watching had occurred).
anger;In a situation whereby a friend's actions were deliberately a against my wishes and (with) no regard to my feelings.
sadness;I broke up with my boyfriend of seven months, but it was a very a indepth relationship and so after feelings of grief and loss awere over I felt an immense sadness.
disgust;A situation where I ignored my beliefs and principles for a trip a of whimsy.
shame;I bacame involved with a boy for a very brief moment not because a I liked him but because I needed some sort of company. The a consequences weren't as I expected and caused me much shame.
guilt;Ignoring my parents'wishes.
joy;Getting back with my boyfriend after a year away - apart.
fear;Having my luggage checked at Customs.
anger;When a friend wouldn't speak to me and wouldn't tell me why.
sadness;Thinking about friends overseas.
disgust;Hearing of a filthy situation over the phone.
shame;Sending pictures home when I'd put on so much weight.
guilt;Borrowed someone else's towel without asking.
joy;When I opened my TE Score envelope, and saw I got into a Physiotherapy.
fear;When I was bringing in the shopping and nearly stood on a snake.
anger;When I was accused of bitching about best friend.
sadness;At our Senior dinner - separated from school friends, nothing a will ever be the same again.
disgust;At a night club watching little tarts trying to earn a living.
shame;When I was little - Mum caught me telling a lie about who broke a the cup.
guilt;When I used to tell Mum I was going somewhere else than where I a was (going).
joy;When my brothers had passed all of their exams and were able to a graduate from their courses.
fear;When I was caught in an elevator and it got stuck between floors.
anger;When I was put into a tennis team below my standard.
sadness;When my father died.
disgust;When I have seen people very drunk and making fools of a themselves.
shame;When my friends were rude to a girl. 
guilt;When I was rude to my mother and got angry with her.
joy;When my present boyfriend asked me initially to go out with him I a had waited a long time for this to occur.
fear;When somebody broke into our home one night when my mother was a out, and my sister and I had just gone to bed.
anger;When my sister lost my favourite jumper at a party and failed to a tell me for several days after it happened.
sadness;When my father passed away of cancer, I was extremely saddened. a He was not very old, which made matters worse. The actual death a was horrendous, but the moving funeral saddened me more so.
disgust;When walking along the beach with my boyfriend, we saw 2 people a having sex on the sand dunes in full view of everyone. It was the a fact that they chose that area in which to have sex, that a disgusted me.
shame;When I told my sister I had slept with my boyfriend, and she at a first was mad at me I then felt shame for this act, but not a guilt.
disgust;I stayed at the Coast for a weekend with friends. My brother came a to drive me home, but was rude, and in a hurry to rejoin his a friends. I was embarrassed because the family involved was a extremely nice, and hospitable to him.
shame;I allowed my then boyfriend to touch me, if only briefly.
guilt;I ate 12 biscuits one night after tea while watching TV - I don't a know why.
joy;When I saw my brother in Church, and publically accept Jesus a Christ as his saviour and Lord.
fear;I was seven years old and swimming outside the flags at the Gold a Coast. I was caught in a rip and taken out about 100 m. I a couldn't swim too well, but an older friend (17) swam out and a saved me.
anger;While at school I had to write an essay for doing something wrong a that I didn't do. I wrote the essay about how I was mistreated and a got Saturday morning detention along with a few other kids, but a they didn't show up.
sadness;When one of my closest friends died unexpectantly.
disgust;When I saw a male engineer one year and came back to find he was a now a female (I don't know it/them personally).
shame;When Dad went to a Sports Day and was the only parent there, and a he was cheering for us.
guilt;We owned a shop and I used to serve in it occasionally. We a sometimes took lollies out of the stand and Dad caught me one a day.
joy;On holidays - just driving along a road beautiful scenery. Just a with my boyfriend - not really talking but just feeling a overwhelmed.
shame;Lying to a friend about something that was trivial.
guilt;I had promised to do a task for someone that was close to me, and a from the outset I knew it was important that I do it, but when it a came to it, I let them down.
joy;Good news about a sick relative.
fear;Walking in the dark by myself.
anger;Getting terrible meals, but paying heaps for them.
sadness;When felt lonely about writing my family.
disgust;Person talking about a situation while eating.
shame;Felt it after I spoke terribly (got mad at) the person who is the a most important in my life.
guilt;Not giving up something for Lent.
joy;When I received my TE Score and my acceptance from University - a it had been a goal since I left the bank a year earlier.
fear;Every time I see a spider or a snake.
anger;My younger brother and I had been fighting over the TV/Video. He a kept on turning it on and off every 2 seconds and was not a listening to my authority and was being cheeky. We fought and I a ended up in tears - he'd won.
sadness;The first time I left home.
disgust;On a camp - boys and girls in one cabin. One guy forced himself a upon another girl and was having intercourse, while the girl in a the bunk beneath was pretending to be asleep and not be ill.
shame;When my new jeans split while I was with the youth group.
guilt;When I was 17, I told Mum I came in at midnight, when really it a was 3.30.
joy;Can't remember specific event - besides just being moderately a happy until a year or so ago.
fear;Left alone in dark when young.
anger;Can't remember exact example.
sadness;Close relative is dying of cancer - found out last week.
disgust;Doctors ignored relative who complained about pain, and is now a dying of cancer.
shame;One of my best friends'fiancT broke off the relationship because a his feelings for me were stronger than for her. I felt the same a for him, but did not really encourage him to leave her or stay a with her - still felt shame.
sadness;After the fact that made me ashamed I felt sadness.
disgust;A person that eat half of a cockroach in a cake without knowing a it.
shame;A situation where we were the center of attention, and things a happened without my control on them, that showed our disagreement, a and ignorance.
guilt;When I let a person assume a fault that I committed.
joy;When finally I found a place to live, I felt relieved, predicting a changes in my life, and I became happy.
fear;When I dreamed that I was being attacked by a friend.
anger;When I was left by the person I loved without any reason.
sadness;To fight with a sister and to know that she doesn't care.
disgust;To be kissed by soembody I didn't expect to.
shame;A day when I was getting out of the shower I covered only the a front part of my body with a towel (I was 7 years old), and I a didn't see that my cousin was in the room.
guilt;When I finished a love affair where I was responsible of the sad a end.
joy;I felt it when I received a letter telling that I had been a classified in a national concourse of p... I felt happy and a vanity about it.
fear;I felt fear when once I was asleep and dreamed that I was dying a asfixiated by a cardiac attack, I was afraid and woke up a desperate. Altough I wasn't afraid of death I was afraid.
anger;I feel it when I see that somebody is traying to made a stupid of a me.
sadness;I felt it when I was at home and saw a discussion without sense a between my parents.
disgust;When I see all the putridness of people. The fact is the catarrh a and spits that whash the streets of S.Paulo.
shame;I felt it when I felt that I was being observed as an object of a pleasure (sexual) when I opened and took off a shirt in a a classroom at P.V.C.
guilt;I felt it when playing I pushed my brother and he fell down a cutting himself in pieces of tile.
joy;When I asked my girlfriend to marry me.
fear;When I almost drowned myself in the municipal swimming pool that a I use to go almost not excaping.
anger;I was with my girlfriend when some guys that I don't like made a fuss at my girl.
sadness;The death of my grandfather.
disgust;To go through the underground way at suburb station of LAPA. Poor a people and the ambulants badly dressed up in a passage badly a kept.
shame;In a fight with my girlfriend in a luncheonette where everybody a stared at me in such a way that I had to leave it.
guilt;I pointed a failure of a friend of mine.
joy;When I met a friend that I hadn't seen for some time.
fear;When I got in jungle where there was a great number of snakes.
anger;When an unknown person provoked me verbaly and physically.
sadness;When my team lost a championship.
disgust;A dirty person, smelling bad and unknown laying on me.
shame;I confused a girl with another.
guilt;Once when I complained I caused a great discussion between my a parents.
joy;When I began to date a boy with whom I am till now. This was 16 a months ago.
anger;I learned that my girlfriend had been unjustly missed from work.
sadness;I got separated from the man I loved.
disgust;An acquaintance of mine revealed himself in a light unexpected to a me.
shame;Once as a school girl I was copying at a class work and my a teacher spotted me.
guilt;I was in a sanatorium. In front of me a boy fell down from his a invalid's chair. I could help him but I didn't. I felt like being a paralysed.
joy;When I took my entrance exams successfully and also when I got my a school leaving certificate because the delivering ceremony was a extremely official.
fear;When I was to sit for my first entrance exam. I had fear of a a possible failure.
anger;I was indignant at the unimpartiality shown by the referees at a the football match between Bulgaria and France.
sadness;When I got separated from the man I loved so much.
disgust;When I was watching some scenes from the Bertoluchi's film a Twentieth Century.
shame;When I was a school girl and I copied at a class work.
guilt;When I have sometimes been unfair to my parents, when I have a happened to deceive them over some trifling things.
joy;When I was admitted to the Sofia University.
fear;When I come home late at night.
anger;When I talk to silly, petty-minded and unmanageable people.
sadness;When my friend (girl) went abroad for two years.
disgust;When I happen to witness some sadistic acts.
shame;When I have a plain appearance.
guilt;When someone is accused or punished instead of me.
joy;I was admitted to the University and a niece was born to me.
fear;I was bitten by a dog.
anger;My grandfather's funeral.
sadness;I was alone at home on New Year's Eve.
disgust;I was on a walk with my child when I met a drunk woman.
shame;I was unaware that I had walked the streets in torn trousers.
guilt;Once I worked as a designer. A fitter was hard hit in a damage a that occurred at the building site I had designed.
joy;My admittance to the University.
fear;A grenade blew out next to me.
anger;An unjust calumny concerning me.
sadness;Unrealisation of the desired profession (aviator).
disgust;Disgust with a subordinate.
shame;I lied to a friend.
guilt;Betraying someone's trust.
guilt;Friend's fiancT left her for me.
joy;Winning Queensland Chess Championship.
fear;When in a car accident where car was total wipe off (wipe out, or a write off).
anger;With self at losing an important game that I should have won.
sadness;Death of grandfather (unexpected).
disgust;Someone smoking on Electric train (Electric trains are a non-smoking) with alcohol smell coming from person. 
shame;When bathing at surf beach & lost togs.
guilt;Promising someone to do their job and then not being able to do a it due to transport troubles.
joy;Receiving a very personal letter from a lady that I like, which a revealed that she was more enthusiastic about me than I had a thought possible.
fear;Introducing myself at a first tutorial this year at University.
anger;I was angry at a University tutorial when an ignorant loudmouth a persisted in trying to dominate the conversation.
sadness;I left my home in Melbourne to come to Q'land to study and before a I hopped in the car I hugged my mother and shook hands with my a father. Sensing immediately my father's sadness, I also had a a flood of the same emotion.
disgust;When one of my parents verbally, personally abused the other.
shame;I felt something akin to shame after a heavy night of drinking, a along with waking up with a woman I had just met whose husband a was an epileptic. I was later to know that she knew my mother.
guilt;I felt guilty about talking negatively, and agreeing with a a person who was doing likewise, about a non-present third person.
joy;Being in love for the first time.
fear;As a child - stepping on a rusty nail - being told that I might a get tetanus.
anger;As a child - about 8 years old - walking across a paddock - being a set upon by another boy who claimed it was his land - being aintimidated by the boy - crying, being punched, etc.
sadness;As a child - having a dog - it getting a disease and dying.
disgust;Being in a Malaysian city with my girlfriend coming out of a a picture theatre - seeing her rush up to a taxi that a very old a sick man was trying to get to. Seeing her take over the taxi.
shame;As a child - being sent to the shop by mother - buying some a chocolate - getting caught by mother.
guilt;As a child - accidentally stepping on a pet guinea-pig - it a dying.
joy;When I achieved my first 6 at University after a long string of a 3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded a pass).
fear;One night going downstairs, and hearing a strong stirring of a brances, which was not the wind.
anger;I was informed by my flatmate that, when we'd moved into our a flat, she'd expected us to buy our food separetely - this event a actually happened some 5 months after our sharing began. Prior to a this, she had said nothing.
sadness;Having to decide on a termination of a pregnancy, after a discussing it with friends, family and the man involved.
disgust;When a friend didn't invite her own parents to her Graduation a ceremony.
shame;Saying something quite rude, but in jest, about a photograph of a someone, but it didn't quite turn out that way.
guilt;When I was about 14 years old, I borrowed a can of drink from athe refrigerator, intending to replace it later that day. But it awas found missing before I could do anything - no one owned up to aits disappearance.
joy;When I was a child, my beloved cat gave birth to four beautiful a little kittens. Before she had them, she came up to me and I a followed her out, then witnessed them being born.
fear;On embarking on University life. I came from a different city and a did not know anybody at the Uni. I was frightened because my well a known and loved friends, also all my security had been taken a away.
anger;When my brothers were being cruel to my boyfriend, because his a flat-mate bent back one of my brother's fingers. It wasn't his a fault.
sadness;Upon moving away from home for the first time to a different a city, I felt no longer under the wing of my parents even though athey would always be there to help me. I felt a sense of loss, I awas now all alone in the world, responsible for my own actions.
disgust;I was sitting at a rock concert, listening to an extremely loud a band. A tiny baby in a crawler had been left by his young mother, a right out in the sun next to a speaker, and was screaming - a probably in pain.
shame;Because I was lazy and unthoughtful I did not get into contact a with a very close friend when she shifted from the Gold Coast to a Brisbane, for a month, despite her efforts to contact me. I felt a shamed when I finally confronted her again.
guilt;When I felt I had let my parents down, especially my mother, by a having sexual intercourse for the first time, and a few times a after that. Also, when I went on the Pill.
joy;The weekend after I argued with my parents I went home again and a they couldn't have been nicer. As soon as I walked in, Mum kissed a me, then Dad, and thanked me for the birthday presents I'd left a for him, including a very sentimental birthday card.
fear;Before Uni started, I had to leave home and take up residence in a Brisbane (the big smoke) leaving home, my family, and moving to asuch a big place was quite intimidating at first, and I was aanxious about it.
anger;My flatmate was asking questions about my relationship with my a boyfriend, whether I wasn't treating him as unfairly as I claimed a he'd been treating me. As a result, I was angered, and became a defensive.
sadness;A very close friend from Victoria visited me over the holidays. a Having enjoyed his company immensely over 10 short days, I was a overwhelmed by sadness when he left to return to Victoria.a 
disgust;One of my flatmates and I came back to the flat Monday morning, a to find a real Mess, left by the guy we share with.
shame;First weekend back home after one week at Uni I scolded one of my a sister's best friends for using our telephone. Very silly, but I a was annoyed because she was there at a time when I needed to be a with my family.
guilt;When my Bictorian friend was staying at my house we ere going aplaces together, and sleeping together. At the time I had a aboyfriend locally. The first time I had to face him after asleeping with the guy from Melbourne I felt very guilty.
joy;Joy of giving birth, and of sharing that joy with my husband. a Moments of complete happiness and feelings of so much love.
fear;Attempted rape by 5 guys - held my arms behind my back and a molested me, constantly threatening to beat me. Penetration did a not occur as the driver of the car stopped that.
anger;Anger at doctors for their treatment of me after giving birth. a They left part of placenta behind and I bled heavily for twelve a weeks - due to this, I felt weak and emotional, and they said I a needed psychiatric treatment and give me no support.
