sentiment;text
guilt;Estava a trabalhar como secretária. O meu chefe ia dar uma palestra e queria que eu lhe desse o endereço exato do local.
guilt;trabalhar secretário chefe ir palestra querer endereço exato.
joy;Num dia de outono ensolarado, depois de um longo período de chuva.
joy;dia outono ensolarar longo período chuva.
fear;Há anos, a caminho da escola pelo caminho da floresta, deparei-me com um exibicionista.
fear;haver ano escola floresta exibicionista.
anger;Uma pessoa próxima de mim confundiu minhas as boas intenções com más e, portanto, associou traços desagradáveis a mim.
anger;pessoa eu confundir bom intenção má associar traço desagradável eu.
sadness;Uma pessoa próxima de mim disse-me que o seu apreço positivo dependia da minha conduta.
sadness;pessoa eu apreço positivo dependir conduta.
disgust;Quando uma pessoa desarrumada e fortemente embriagada fez esforços para se aproximar de mim.
disgust;pessoa desarrumado fortemente embriagar esforço aproximar eu.
shame;Quando eu era pequena, fiquei doente no meio de um dia de escola e vomitei na bacia da sala de aula.
shame;pequeno fiquei doente dia escola vomitar bacia sala aula.
guilt;Perdi o controle de mim mesma e levantei a voz para uma criança.
guilt;Perdi controle eu mesmo levantar voz criança.
joy;Soube que tinha sido aceite na universidade.
joy;Soube ter ser aceitar universidade.
fear;Eu estava a ver um programa de TV sobre fenómenos paranormais. Numa noite não consegui adormecer porque temia que humanoides estivessem em movimento.
fear;programa tv fenómeno paranormal noite conseguir adormecer temer humanoide estiver movimento.
anger;O meu superior culpou-me por alguma negligência no trabalho à frente dos outros. Na verdade, a tarefa em questão não era suposto ser feita por mim.
anger;superior algum negligência trabalho frente verdade tarefa suposto fazer eu.
sadness;O meu pai ficou subitamente doente e morreu.
sadness;pai ficar subitamente doente morrer.
disgust;Quando um amigo meu ficou bêbado e começou a culpar e desprezar os meus outros amigos e eu.
disgust;amigo ficar bêbado começar culpar desprezar amigo.
shame;Quando me esqueci de uma promessa feita a um amigo meu.
shame;esqueci promessa fazer amigo.
guilt;Era a minha vez de fazer o jantar. Esqueci-me de um prato (o favorito da família) no forno e ele queimou-se e ficou inatingível.
guilt;jantar prato favorito família forno ficar inatingível.
joy;A minha alegria foi a alegria de voltar a encontrar-me. O meu marido chegou a casa depois de ter estado fora durante semanas (para trabalhar). Eu estava na estação ferroviária para me encontrar com ele.
joy;alegria alegria voltar marido chegar casa durante semana trabalhar estação ferroviário encontrar.
fear;Estava sozinha em casa e podia ouvir ruídos estranhos vindos de cima do nosso quarto. Sabia que ninguém vivia lá, uma vez que era um escritório. Fiquei assustado (mais tarde foi-me dada uma explicação natural).
fear;sozinho casa ouvir ruído estranho vinr Sabia ninguém viver escritório Fiquei assustar dar explicação natural.
anger;Um parente meu tinha vindo ver o meu marido para falar com ele sobre um problema relativo à sua irmã e a mim. Fiquei zangada porque este meu familiar não se atreveu a falar comigo e, em vez disso, falou com o meu marido. Tomei conhecimento disso mais tarde, no mesmo dia.
anger;parente ter marido falar problema relativo irmã eu Fiquei zangar familiar atrever falar comigo falar marido Tomei conhecimento dia.
sadness;A morte do meu pai, embora não tivéssemos sido muito próximos um do outro.
sadness;morte pai tivéssemos ser próximo outro.
disgust;Um amigo masculino da minha mãe (uma viúva) mudou-se para viver connosco. Eu não gostava do homem.
disgust;amigo masculino mãe viúva viver connosco gostar homem.
shame;Na escola, estava a falar com um colega de turma sobre matemática. Tinha-me cansado disso e disse: Gostaria de atirar o livro para o rabo de Kuikka. Disse o meu colega de turma: Agora, ele está aqui sentado e à espera do livro (Kuikka era um dos rapazes mais calados da turma). Tinha vergonha de mim próprio.
shame;escola falar colega turma matemática cansar dizer Gostaria atirar livro rabo Kuikka dizer colega turma sentar espera livro Kuikka rapaz calado turma ter vergonha eu.
guilt;A morte do meu pai fez-me sentir bastante culpado porque a minha atitude para com ele tinha sido fria e indiferente.
guilt;morte pai sentir culpar atitude ter ser fria indiferente.
joy;A minha mãe, a minha irmã e eu estávamos a pensar nos velhos tempos, na nossa infância, e passámos um tempo muito feliz.
joy;mãe irmã estar pensar velho tempo infância passar feliz.
fear;O meu marido tinha ido conduzir um carro estranho e avariado. Na altura acordada, ele não tinha regressado, e eu temia que ele tivesse tido um acidente.
fear;marido ter ir conduzir carro estranho avariar altura acordar ter regressar temer ter ter acidente.
anger;Eu sou professora da escola. Uma das turmas não me obedece de todo, continua a falar, e não trabalha. Uma tarde, tudo correu mal, e eu fiquei extremamente irritado.
anger;professora escola turma obedecer continuar falar trabalhar correr fiquei extremamente irritado.
sadness;Um parente meu, jovem e próximo morreu, deixando para trás um bebé de alguns meses de idade.
sadness;parente jovem morrer deixar trás bebé idade.
disgust;Uma série sobre Freud foi mostrada na televisão. Nela, um tampão tinha sido colocado no nariz de uma mulher e esquecido ali. Após grande dor, foi tirado (imagem de perto), e a mulher estava a sangrar do nariz e da boca.
disgust;série Freud mostrar televisão em ela tampão ter ser colocar nariz mulher esquecer dor tirar imagem mulher sangrar nariz boca.
shame;Tinha prometido emprestar alguma coisa à minha sogra e esqueci-me disso algumas vezes. Quando ela me perguntou pela terceira vez, fiquei envergonhado com a minha ausência de espírito.
shame;ter prometer emprestar algum sogra perguntar fiquei envergonhado ausência espírito.
guilt;Um carro emprestado avariou-se enquanto eu o usava. Não foi culpa minha, no entanto, senti-me culpado.
guilt;carro emprestar usar culpa entanto culpar.
joy;Comecei um novo ramo de estudos depois de ter falhado um dos anteriores. Quando recuperei os meus exames, fiquei muito contente por saber que quase tinha notas completas.
joy;Comecei ramo estudo falhar anterior recuperar exame fiquei contente quase ter nota completo.
fear;Estava a mergulhar abaixo do gelo, numa caverna, a uma profundidade de 26 metros. a Visibilidade era quase nula e o nível de oxigénio diminuía de forma ameaçadora. Éramos três mergulhadores numa corda de segurança.
fear;mergulhar abaixo gelo caverna profundidade metro visibilidade quase nulo oxigénio diminuir ameaçador Éramos mergulhador corda segurança.
anger;A minha mãe continuou a usar pressão mental em relação a algo grave e um verdadeiro fardo para mim.
anger;mãe continuar pressão mental grave verdadeiro fardo eu.
sadness;O meu avô morreu, e eu fui ao necrotério e vi o cadáver.
sadness;avô morrer necrotério ver cadáver.
shame;Em criança, quando fui acusado de mijar na piscina.
shame;criança acusar mijar piscina.
guilt;Um amigo meu estava bêbado e a discutir na rua com uma mulher, aparentemente a sua namorada. Eu estava a caminhar do outro lado da rua e pensei que não era suposto eu interferir. Mais tarde, soube que ele se tinha alvejado nessa noite.
guilt;amigo bêbado discutir rua mulher aparentemente namorada caminhar outro rua pensar suposto interferir saber ter alvejar noite.
joy;A minha namorada enviou-me uma carta com uma fotografia brilhante.
joy;namorada carta fotografia brilhante.
fear;Eu estava prestes a começar uma viagem de carro com um conhecido meu.
fear;prestes começar viagem carro.
anger;No noticiário televisivo, soube que a Nicarágua se tinha queixado da crescente ameaça de guerra com os EUA.
anger;noticiário televisivo saber Nicarágua ter queixar crescente ameaça guerra EUA.
sadness;A minha namorada deu-me a luva (deixou-me).
sadness;namorada luva.
disgust;A ver um filme violento.
disgust;filme violento.
shame;Na manhã seguinte a uma festa selvagem.
shame;manhã seguinte festa selvagem.
guilt;Apanhei uma rapariga e pensei que tinha abusado da minha posição e autoridade sobre ela, pois não parecia haver qualquer possibilidade realista de continuar a relação.
guilt;Apanhei rapariga pensar ter abusar autoridade parecer haver possibilidade realista continuar.
joy;Quando, para minha surpresa, fiquei a saber que tinha obtido muito boas notas de graduação no liceu.
joy;surpresa fiquei ter obter bom nota graduação liceu.
fear;A minha avó estava prestes a morrer, e teve o efeito de que numa noite, depois de ter lido um livro, e uma vez na cama, na escuridão perfeita, surgiu o medo de que eu também pudesse morrer subitamente.
fear;avó prestes morrer efeito noite ler livro cama escuridão perfeito surgir medo poder morrer subitamente.
anger;Quando verifiquei o meu exame e percebi que tinha sido descuidada, irreflectida, preguiçosa e apressada em cometer erros desnecessários em relação a coisas que sei e compreendo.
anger;verifiquei exame percebi ter ser descuidar irreflecter preguiçoso apressar cometer erro desnecessário coisa compreendar.
sadness;Quando decidimos, o meu namorado e eu, que nos iríamos separar, percebi que ele teria querido continuar a nossa relação e a separação que se aproximava magoou-o.
sadness;decidir namorado iría separar percebi ter querido continuar separação aproximar.
disgust;Quando um conhecido meu me falou da forma como os seus pais tratavam os seus filhos de forma desigual. O mais bem sucedido deles recebeu um encorajamento contínuo, e os mais novos não foram encorajados e foram rejeitados.
disgust;falar pai tratar filho desigual sucedido de eles receber encorajamento contínuo encorajar rejeitar.
shame;Estava a falar com um amigo meu sobre os nossos pais e educadores. Disse algo e depois percebi que não conhecia os pais do meu amigo, os seus motivos e a sua educação. Senti vergonha de ter falado sobre algo sobre o qual eu não sabia nada.
shame;falar amigo pai educador dizer percebi conhecer pai amigo motivo educação sentir vergonha falar saber.
guilt;A minha mãe disse-me que os envelopes que eu tinha rasgado (eu tinha rasgado os selos) de boa fé tinham sido os envelopes do primeiro dia que o meu pai tinha recolhido quando era jovem.
guilt;mãe envelope ter rasgado ter rasgar selo fé ter ser envelope dia pai ter recolhir jovem.
joy;Não sou especialmente bom em inglês, e depois do meu exame de graduação do liceu em inglês, esperei tenazmente pelo resultado durante todo o dia. À noite, quando soube que tinha feito de forma excelente, fiquei muito feliz e a ansiedade desapareceu. A minha família estava em casa.
joy;especialmente inglês exame graduação Liceu inglês esperar tenazmente resultado durante dia noite saber ter fazer excelente fiquei feliz ansiedade desaparecer família casa.
fear;Temi que estivesse grávida. Não foi planeado e eu teria sido obrigada a fazer um aborto, que eu não teria desejado de todo. Felizmente, após uma semana de ansiedade, fiquei a saber que não estava grávida.
fear;Temi estar grávido planear ter ser aborto ter desejar felizmente semana ansiedade fiquei grávido.
anger;Um membro de uma seita religiosa tentou converter-me, usando um truque maléfico para me persuadir. Depois de ele ter partido, fiquei ansiosa e zangada durante muito tempo. Depois do acontecimento, fiquei sozinho.
anger;membro seita religioso tentar usar truque maléfico persuadir partir fiquei ansioso zangar durante acontecimento fiquei sozinho.
sadness;Quando o meu namorado me quis deixar, senti-me triste e melancólica.
sadness;namorado querer deixar triste melancólica.
disgust;Num filme, houve um episódio em que usaram uma motosserra para cortar um homem. Não consegui olhar para ele, mas também não pude deixar de o ouvir. Procurei abrigo nos braços do meu namorado.
disgust;filme haver episódio usar motosserra cortar homem conseguir olhar pude deixar ouvir Procurei abrigo braço namorado.
shame;Pensei que seria capaz de usar a mutilação da casa, por isso não queria qualquer ajuda. No entanto, bloqueei-a e tive de pedir ajuda ao porteiro. Ele censurou-me por não ter seguido as instruções.
shame;Pensei capaz mutilação casa querer ajuda entanto pedir ajuda porteiro seguir instrução.
guilt;Prometi aos meus amigos que tomaria conta de algo, mas esqueci-me sempre disso. Quando me perguntaram sobre o assunto, prometi fazê-lo de imediato. No entanto, só comecei ao fim de alguns meses. Senti que tinha traído os meus amigos.
guilt;Prometi amigo tomar conta perguntar assunto prometi imediato entanto começar sentir ter trair amigo.
joy;Quando recebi uma carta inesperada de um rapaz, que tinha sido meu colega de escola.
joy;recebi carta inesperado rapaz ter ser colega escola.
fear;Quando o meu irmão foi atirar em patos selvagens, receei que o barco capotasse e ele se afogasse ou que a arma disparasse acidentalmente.
fear;irmão atirar pato selvagem receei barco capotasse afogar arma disparar acidentalmente.
anger;O meu pai disse-me mais uma vez que eu devia ter cuidado e tentar obter admissão noutros lugares também para além da faculdade de Ciências Sociais da Universidade de Helsínquia. Não estava de todo interessado em qualquer outro lugar e não tinha tempo para estudar para outros exames de admissão.
anger;pai dever cuidado obter admissão em outro lugar faculdade Ciências Sociais Universidade Helsínquia interessado outro ter estudar exame admissão.
sadness;Gostaria de ter saído para conversar com alguns conhecidos, mas percebi que não era desejado. Senti-me magoado, desiludido, solitário e deserto.
sadness;Gostaria sair conversar conhecer percebi desejado magoar desiludido solitário deserto.
disgust;Quando um conhecido (estava bêbado) do meu colega de quarto vomitou no tapete da cozinha. Já passava do meio da noite e o meu companheiro de quarto tinha acabado de se mudar, este conhecido ajudou-a a mudar-se para cá. .
disgust;bêbado colega vomitar tapete cozinha passar noite companheiro ter acabar mudar.
shame;Deixei-me levar enquanto falava das minhas visitas ao estrangeiro e tive tendência para me vangloriar um pouco, até me aperceber que o ouvinte se divertia.
shame;levar falar visita estrangeiro tendência vangloriar aperceber ouvinte divertir.
guilt;Quando estava a tomar conta da casa da minha prima, tentei divertir-me e não cuidei da criança. Não me preocupo muito com as crianças.
guilt;tomar conta casa prima cuidar criança preocupar criança.
joy;Quando consegui 21/30 pontos num exame de estatística. O resultado foi inesperado e fez-me perceber que as estatísticas não ultrapassam as minhas capacidades, como por vezes tenho pensado.
joy;conseguir exame estatística resultado inesperado perceber estatística ultrapassar capacidade pensar.
fear;Quando um cão grande e zangado pôs o focinho no meu braço e se eu tivesse feito um movimento, ele ter-me-ia mordido.
fear;cão zangar pôr focinho braço ter fazer movimento morder.
anger;Quando os meus colegas de quarto estavam a ver cassetes de vídeo e me impediram de ver as notícias. O primeiro sentimento que tive foi que estava a ser tratado injustamente e depois veio o sentimento de raiva.
anger;colega estar cassete vídeo impedir notícia sentimento tratar injustamente vir sentimento raiva.
sadness;Quando após uma noite de sono nos braços de outro, acorda-se sozinho e sabe-se que os braços solitários da noite não são os mesmos que se encontram de manhã.
sadness;noite sono braço outro sozinho braço solitário noite mesmo encontrar manhã.
disgust;Quando uma pessoa desagradável tentou fazer amizade comigo. Um ser subtil, pequeno, insignificante, cinzento, cuja impotência e neutralidade evocava um sentimento de repugnância em mim.
disgust;pessoa desagradável tentar amizade comigo subtil pequeno insignificante cinzento impotência neutralidade evocar sentimento repugnância eu.
shame;Palavras mal escolhidas a um vago conhecido meu fizeram-me sentir envergonhado por ter dado a impressão errada sobre o que eu queria dizer. A falta de consideração.
shame;palavra escolhido vago sentir envergonhado dar impressão errar querer consideração.
guilt;Quando me comportei de forma imprópria - lutei num local público. Depois disso, senti-me culpado pela minha conduta.
guilt;comportar impróprio lutar público culpar conduta.
joy;Quando o meu amigo me disse que viria ao meu encontro dentro de momentos.
joy;amigo dizer vir encontro momento.
fear;O meu pai tinha estado a beber e eu temia-o quando íamos para a cama à noite.
fear;pai ter beber íamos cama noite.
anger;Os meus amigos prometeram-me que me chamariam para me dizerem se me visitavam ou não.
anger;amigo chamar dizer visitar.
sadness;Um amigo íntimo meu não me tinha contactado durante muito tempo.
sadness;amigo íntimo ter contactar durante.
disgust;Um amigo meu veio visitar-me quando estava bastante bêbado.
disgust;amigo vir bêbado.
shame;Eu disse algo especialmente estúpido que não queria dizer de todo.
shame;dizer especialmente estúpido querer.
guilt;Não fui para ajudar uma amiga minha, embora ela provavelmente precisasse de mim.
guilt;ajudar amiga provavelmente precisasse eu.
joy;Quando senti que um exame, que eu temia, era fácil e correu bem.
joy;sentir exame temer fácil correr.
fear;Tive medo quando o meu cão saiu a correr por uma fenda na vedação quando um comboio estava a chegar.
fear;medo cão sair correr fenda vedação comboio chegar.
anger;Quando um amigo meu foi arrastado para uma luta por causa do estúpido bando a que pertencia. Senti raiva com ele e com os seus amigos. Eles não conseguiam pensar em nada sensato, mas brincariam sem levar em consideração os sentimentos de outras pessoas. a .
anger;amigo arrastar luta causa estúpido bando pertencer sentir raiva amigo conseguir pensar sensato brincarar levar consideração sentimento pessoa.
sadness;Senti-me triste depois de ter discutido com o meu namorado. Senti que ele não me compreendia e que não fazia sentido continuar com a relação.
sadness;triste discutir namorado sentir compreender sentido continuar.
disgust;Detestava o meu pai que era um bêbado. Ele delirava, ameaçava e culpava a minha mãe e a mim. Finalmente ele afastava-nos de casa.
disgust;Detestar pai bêbado delirar ameaçar culpar mãe eu finalmente casa.
shame;Quando eu estava de férias com o meu ex-namorado, ele bateu-me e comportou-se de uma forma muito má e feia em frente à família do hotel.
shame;férias má feio frente família hotel.
guilt;Quando em criança roubei, de uma amiga minha, o anel que ela tinha num ovo de Páscoa.
guilt;criança roubei amiga anel ter ovo Páscoa.
joy;Quando cheguei a casa de uma agradável viagem ao estrangeiro, fiquei a saber que tinha sido aceite na universidade.
joy;cheguar casa agradável viagem estrangeiro fiquei ter ser aceitar universidade.
fear;Na escola, eu tinha agido contra a vontade do grupo, e no dia seguinte prometeram vingar-se de mim.
fear;escola ter agir vontade dia seguinte prometer eu.
anger;A minha mãe já há algum tempo que tentava separar-me de uma boa amiga que, pensava ela, não era boa companhia para mim. Finalmente, um dia, ao pequeno-almoço, discutimos e eu tentei defender a minha amiga.
anger;mãe haver algum tentar amiga pensar companhia eu finalmente dia discutir defender amiga.
sadness;Fiquei a saber da morte de uma amiga íntima.
sadness;Fiquei morte amiga íntimo.
disgust;Quando estava a ver um filme com muitos episódios violentos. Eles mostraram com precisão o corte de cadáveres, etc.
disgust;filme episódio violento mostrar precisão corte cadáver.
shame;Quando fui apanhado a contar uma mentira branca. Nessa altura, não me foi permitido ficar ao ar livre depois das 20 horas. Um dia, quando me atrasei, inventei uma história que o nosso vizinho me tinha convidado a ir a sua casa, embora me tivesse esquecido do tempo enquanto brincava com os meus amigos.
shame;apanhar contar mentira branco altura permitir ficar ar livre hora dia atraseer inventar história vizinho ter convidar casa ter esquecido brincar amigo.
guilt;Quando antes do último exame que fiz, fui sair em vez de estudar.
guilt;exame fiz sair estudar.
joy;Quando estava a pressionar figuras no pano da cortina. Comprei algum pano depois de meses de obstáculos.
joy;pressionar figura pano cortina Comprei algum pano obstáculo.
fear;Sou professor do jardim de infância e estou completamente cansado do meu trabalho. Depois de ter feito o exame de admissão à universidade, sofri de ansiedade durante semanas porque não queria continuar com o meu trabalho - os estudos eram a única alternativa. .
fear;professor jardim infância completamente cansado trabalho fazer exame admissão universidade sofri ansiedade durante semana querer continuar trabalho estudo ser único alternativa.
anger;O meu companheiro de vida, que bebia cada vez mais, falava em dar pontapés no gato. Ele nunca tinha feito nada do género, mas eu sabia que ele o faria um dia, sem pensar no assunto.
anger;companheiro vida beber falar pontapé gato ter fazer género saber fazer dia pensar assunto.
sadness;Estranhamento da minha melhor amiga mulher. Há já algum tempo que seguimos caminhos diferentes, mas a pausa foi total quando ela se casou, pois o seu marido tem ciúmes irrazoáveis de mim.
sadness;estranhamento bom amigo mulher haver algum seguir caminho diferente pausa total casar marido ciúme irrazoável eu.
disgust;O meu companheiro de vida está a atravessar uma crise (modo de vida, valores antiquados) e só pode sair dela falando de decisões ousadas. Tenho notado a sua cobardia e tentativas de escapar aos seus problemas bebendo. Detesto o seu beber e o seu estar cheio de auto-comiseração.
disgust;companheiro vida atravessar crise modo vida valor antiquar sair de ela falar decisão ousar notar cobardia tentativa escapar problema beber Detesto beber cheio.
shame;Mais uma vez, surgiu uma discussão na nossa difícil relação. O meu companheiro de vida atirou todos os livros da prateleira. Estou certo de que isso perturbou os nossos vizinhos, uma vez que isto aconteceu a altas horas da noite.
shame;surgir discussão difícil companheiro vida atirar livro prateleira certo perturbar vizinho acontecer alto hora noite.
guilt;Uma rapariga solitária, neurótica e tímida vive nas proximidades. Ela expressou o desejo de me conhecer, mas eu evitei-a (recusei um convite) porque a crise que o meu parceiro está a atravessar esgota toda a minha empatia.
guilt;rapariga solitário neurótico tímido viver proximidade expressar desejo conhecer recusar convite crise parceiro atravessar esgotar empatia.
joy;A começar o fim-de-semana com a minha namorada: aconchego, cerveja e uma garrafa de vinho.
joy;começar namorada aconchego cerveja garrafa vinho.
fear;O medo sobre o meu futuro: trabalho, fazer face às despesas e saúde. um Coping.
fear;medo futuro trabalho face despesa saúde coping.
anger;Um amigo meu ridicularizou-me, dizendo-me que eu nunca conseguiria nada. Senti que ele tinha interferido com a minha vida.
anger;amigo conseguir sentir ter interferer vida.
sadness;Senti-me triste por ter de deixar a minha namorada após constantes problemas e tentativas falhadas de reconciliação. A minha tristeza foi causada pela irreversibilidade da decisão.
sadness;triste deixar namorada constante problema tentativa falhar reconciliação tristeza causar irreversibilidade decisão.
disgust;Um homem cuspiu na parede de uma casa.
disgust;homem cuspiu parede casa.
shame;Num autocarro expresso, sentei-me num lugar destinado a idosos e inválidos.
shame;autocarro expresso destinar idoso inválido.
guilt;Quando não consegui encontrar um emprego depois de ter terminado um curso não académico.
guilt;conseguir encontrar emprego terminar curso académico.
joy;Quando, após uma ansiedade e um inquérito esmagador, compreendi algo sobre a razão da minha existência e qual é a minha tarefa na vida.
joy;ansiedade inquérito esmagador compreendi razão existência tarefa vida.
fear;Na estação ferroviária, enquanto esperava pelo último comboio à noite, reparei que um jovem bêbado se aproximava conscientemente de mim.
fear;estação ferroviário esperar comboio noite reparar jovem bêbado aproximar conscientemente eu.
anger;Enquanto discutia com a minha mãe, percebi que ela não duvida nem por um momento da sua justificação para tomar as decisões relativas à minha vida.
anger;discutir mãe percebi duvidar justificação tomar decisão relativo vida.
sadness;Quando penso que provavelmente nunca terei um contacto genuíno com os meus pais.
sadness;pensar provavelmente ter contacto genuíno pai.
disgust;Enquanto lia o novo livro de Olli Jalonen, as relações distantes, frias e egoístas entre as pessoas (no livro) faziam-me sentir enojado.
disgust;lir livro Olli Jalonen relação distante frio egoísto pessoa livro sentir enojar.
shame;Quando me aproximei de uma pessoa do sexo oposto e fui rejeitada.
shame;aproximei pessoa sexo oposto rejeitar.
guilt;Quando reparei que a minha irmã mais nova estava amuada porque não a podia conhecer por causa de um mal-entendido.
guilt;reparar irmã amuado conhecer causa.
joy;No dia em que soube que iria ter uma habitação partilhada com o meu namorado. A casa dos meus pais estava a ficar um pouco cheia com o meu crescente incómodo de querer um quarto para si. Primeiro senti dúvida, depois alegria, mas também tristeza. A sensação de alegria era a mais forte.
joy;dia saber ir habitação partilhar namorado casa pai ficar cheio crescente incómodo querer se sentir dúvida alegria tristeza sensação alegria forte.
fear;O meu avô tinha cancro do pulmão e estava a ser amamentado num lar. Senti medo quando estava sozinho com ele e ele quase se engasgou com as secreções de muco.
fear;avô ter cancro pulmão amamentar lar sentir medo sozinho quase engasgar secreção muco.
anger;A conduta ultrajante de um parente em relação a mim e aos que me eram próximos. (culpando-nos e mentindo) .
anger;conduta ultrajante parente eu ser próximo mentir.
sadness;Tivemos de terminar a vida do nosso cão de 8 anos.
sadness;terminar vida cão ano.
disgust;Uma pessoa muito bêbeda.
disgust;pessoa bêbedo.
shame;Uma discussão que surgiu de uma conversa vulgar com uma pessoa muito próxima de mim, quando devíamos estar a divertir-nos juntos.
shame;discussão surgir conversa vulgar pessoa eu dever junto.
guilt;Enquanto tentava fazer o meu irmão mais novo passar por cima de uma vala, ele caiu de cabeça e começou a chorar. Tive medo de lhe ter causado um ferimento permanente.
guilt;tentar irmão passar vala cair cabeça começar chorar medo causar ferimento permanente.
joy;Uma conversa ao telefone com um amigo.
joy;conversa telefone amigo.
fear;Conhecer algumas pessoas novas (desagradáveis) ou alguma situação nova e exigente.
fear;Conhecer pessoa desagradável algum situação exigente.
anger;Por exemplo, empurrar injustamente um autocarro.
anger;empurrar injustamente autocarro.
sadness;Quando, na minha opinião, não sou compreendido correctamente. .
sadness;opinião compreender correctamente.
disgust;Quando algumas pessoas agem de forma muito importante em qualquer situação.
disgust;pessoa agir importante situação.
shame;Geralmente, quando estou atrasado no atendimento (por exemplo, a pagar contas).
shame;Geralmente atrasado atendimento pagar conta.
guilt;Se alguém planeou fazer algo importante e depois, por alguma razão, não o faz.
guilt;alguém planear importante algum razão.
joy;Eu estava numa taberna a dançar e o ambiente era de espera pelo fim do mundo. De repente, as pessoas começaram a dançar loucamente, inspiradas pela banda. Uma experiência inacreditável: uma experiência maravilhosa que até os finlandeses por vezes se exaltam e se esquecem de pensar o que os outros pensam deles. Foi encantador dançar à vontade.
joy;taberna dançar ambiente espera mundo repente pessoa começar dançar loucamente inspirar banda experiência inacreditável experiência maravilhoso finlandese exaltar esquecer pensar pensar de eles encantador dançar vontade.
fear;Estava a viajar de barco para casa com dois amigos meus, depois de uma viagem de férias encantadora. A noite e o mar estavam escuros, e o vento soprava. Temia que a morte estivesse ali no barco, mas de alguma forma sentia-me seguro disso. Temia ser deixado sozinho.
fear;viajar barco casa amigo viagem férias encantador noite mar estar escuro vento soprar Temia morte estar barco algum seguro Temia deixar sozinho.
anger;Estava em casa, a preencher o meu relatório fiscal. Ninguém tinha tempo para me ajudar. Gostaria de o ter feito rapidamente para poder ir ter com um amigo meu que tinha acabado de regressar do hospital. Fiquei zangado porque tanto o meu irmão como o meu pai se recusaram a dar-me a sua calculadora, uma vez que eu não a tinha pedido de forma simpática. Não podia partir porque tinha de esperar por ajuda e o relatório fiscal tinha de ser feito.
anger;casa preencher relatório fiscal ninguém ter ajudar Gostaria fazer rapidamente amigo ter acabar regressar hospital Fiquei zangado irmão pai recusar calculadora ter pedir simpático ter esperar ajuda relatório fiscal ter fazer.
sadness;Tentei falar com os meus pais por telefone, pois queria ir para casa durante o fim-de-semana e sabia que não o conseguiria suportar. Tentei reduzir o abismo e o conflito entre nós, falando para unir os nossos mundos. Resultado: confusão histérica, cegando e culpabilizando.
sadness;falar pai telefone querer casa durante saber conseguir suportar reduzir abismo conflito falar unir mundo Resultado confusão histérico cegar culpabilizar.
disgust;A minha mãe chamou-me porque tinha lido através do envelope uma carta dirigida a mim. Ela negou tê-la lido intencionalmente e disse que as palavras apenas saltavam pelo envelope enquanto o sol brilhava sobre ele. Hah Hah.
disgust;mãe ter ler envelope carta dirigir eu negar ler intencionalmente dizer palavra saltar envelope sol brilhar Hah Hah.
shame;Temia ter de descrever a minha vida sexual a uma mulher mais velha e estranha.
shame;Temia descrever vida sexual mulher velho estranho.
guilt;Quando me afastei de casa.
guilt;afastar casa.
joy;A inflamação da orelha do meu filho ficou curada e o médico disse que a orelha estava completamente bem.
joy;inflamação orelha filho ficar curado médico dizer orelha completamente.
fear;O meu marido adoeceu gravemente e, durante os exames médicos, não sabíamos o que se seguiria.
fear;marido adoecer gravemente durante exame médico saber seguir.
anger;O conselho de habitação pediu à cidade para cortar 40 árvores de lindeiro para que os habitantes dos pisos inferiores tivessem uma vista para o mar.
anger;habitação pedir cidade cortar árvore lindeiro habitante piso inferior ter vista mar.
sadness;O meu filho, inesperadamente começou a agir de forma inquieta e perturbadora na escola. Além disso, o seu desempenho na escola enfraqueceu.
sadness;filho inesperadamente começar agir inquieto perturbador escola desempenho escola enfraquecer.
disgust;Numa viagem ao estrangeiro, um membro do nosso grupo, parecido com uma menina, acabou por se revelar um alcoólico. Ela estragou muitos dias das minhas férias por causa do seu comportamento e paranóia.
disgust;viagem estrangeiro membro parecido menina acabar revelar alcoólico estragar dia férias causa comportamento paranóia.
shame;Chumbei num exame que pensei que iria certamente passar.
shame;chumbei exame pensar ir passar.
guilt;Tinha sido culpada de mexericos e de culpar os outros, e um dos meus superiores no local de trabalho fez uma reprimenda formal.
guilt;Ter ser culpar mexerico culpar alto trabalho reprimenda formal.
joy;Quando um aluno meu (na música) tocava e tocava notavelmente bem.
joy;aluno música tocar tocar notavelmente.
fear;Quando subia as escadas até ao topo de uma colina de esqui.
fear;suber escada topo colina esqui.
anger;O meu namorado chegou tarde a casa uma noite sem me ter falado disso antes.
anger;namorado chegar casa noite falar.
sadness;A ruptura de um relacionamento duradouro.
sadness;ruptura relacionamento duradouro.
disgust;Enquanto via na TV o filme chamado Deer Hunter, quando mostrava como os prisioneiros eram tratados.
disgust;ver tv filme chamar Deer Hunter mostrar prisioneiro ser tratar.
shame;Quando reparei que uma pessoa que eu achava atraente me tinha visto a apanhar o meu nariz.
shame;reparar pessoa achar atraente ter ver apanhar nariz.
guilt;Quando penso que tenho sido demasiado rigoroso ou tacanho para com os meus alunos.
guilt;pensar ser demasiado rigoroso tacanho aluno.
joy;Quando fiz as pazes com uma namorada minha depois de ter estado em condições pouco amistosas com ela (culpa minha). Eu chorei de alegria nessa noite.
joy;fiz paz namorada condição amistoso culpa chorar alegria noite.
fear;Enquanto andava de bicicleta no campo, deparei-me com uma grande manada de vacas.
fear;andar bicicleta campo manada vaca.
