sentiment;text
guilt;Minha mãe me disse que os envelopes que eu estava rasgando (eu havia arrancado os selos) de boa fé foram os envelopes do primeiro dia que meu pai havia coletado quando jovem.
joy;Não sou especialmente bom em inglês e, após o exame de formatura do ensino médio em inglês, esperei tensamente o resultado o dia inteiro. À noite, quando soube que havia feito de maneira excelente, fiquei muito feliz e a ansiedade desapareceu. Minha família estava em casa.
fear;Eu temia que estivesse grávida. Não foi planejado e eu teria sido obrigado a fazer um aborto, o que eu não gostaria de nada. Felizmente, após a ansiedade de uma semana, eu sabia que não estava grávida.
anger;Um membro de uma seita religiosa tentou me converter, usando truques realmente maus para me convencer. Depois que ele saiu, fiquei ansioso e com raiva por um longo tempo. Após o evento, eu estava sozinho.
sadness;Quando meu namorado queria me deixar, eu me senti triste e melancólica.
disgust;Em um filme, houve um episódio em que eles usaram uma serra de corrente para cortar um homem. Eu não conseguia olhar para isso, mas também não podia evitar ouvir. Eu procurei abrigo nos braços do meu namorado.
shame;Eu pensei que seria capaz de usar o magim da casa e, portanto, não queria ajuda. No entanto, eu bloqueei e tive que fazer com que o zelador me ajudasse. Ele me reprovou por não ter seguido as instruções
guilt;Prometi aos meus amigos que cuidaria de alguma coisa, mas continuei esquecendo. Quando eles me perguntaram sobre isso, prometi fazê -lo imediatamente. No entanto, comecei apenas depois de alguns meses. Eu senti que havia traído meus amigos.
joy;Quando recebi uma carta inesperada de um cara, que era meu companheiro de escola.
fear;Quando meu irmão foi atirar em patos selvagens, eu temia que o barco caia e ele se afogaria ou que a arma acidentalmente saísse.
anger;Meu pai me disse mais uma vez que eu deveria ter cuidado e tentar procurar admissão em outros lugares, além da faculdade de ciências sociais da Universidade de Helsinque. Eu não estava nem um pouco interessado em nenhum outro lugar e não tive tempo de estudar para outros exames de admissão.
sadness;Eu gostaria de sair para conversar com alguns conhecidos, mas percebi que não era desejado. Eu me senti magoado, decepcionado, solitário e deserto.
disgust;Quando um conhecido (ele estava bêbado) do meu companheiro de quarto vomitou no tapete da cozinha. Já passava da noite e meu companheiro de quarto acabara de se mudar, esse conhecido havia ajudado a se mudar.
shame;Fui levado embora enquanto conversava sobre minhas visitas ao exterior e tendia a me orgulhar um pouco, até que percebi que o ouvinte estava divertido.
guilt;Quando eu estava mexendo no lugar do meu primo, tentei ter um tempo agradável e realmente não cuidava da criança. Eu não me importo muito com crianças.
joy;Quando recebi 21/30 pontos em um exame de estatística. O resultado foi inesperado e me fez perceber que as estatísticas não superam minhas habilidades, como às vezes pensei.
fear;Quando um grande cachorro zangado colocou o focinho no meu braço e, se eu fizesse um movimento, isso me mordeu.
anger;Quando meus companheiros de quarto estavam assistindo tocas de vídeo e me impediram de assistir às notícias. O primeiro sentimento que tive foi que estava sendo tratado injustamente e depois veio a sensação de raiva.
sadness;Quando depois de uma noite dormindo nos braços de outra pessoa, acorda -se sozinha e sabe que os braços solitários da noite não são os mesmos que se encontra de manhã.
disgust;Quando uma pessoa desagradável tentou fazer amizade comigo. Um ser sutil, pequeno, insignificante e cinza, cuja desamparo e neutralidade evocavam o sentimento de nojo em mim.
shame;Palavras mal escolhidas para um vago conhecido meu me fez sentir envergonhada de ter dado a impressão errada sobre o que eu queria dizer. Impensa.
guilt;Quando me comportei de maneira inadequada - lutou em um local público. Depois, me senti culpado por minha conduta.
joy;Quando meu amigo me disse que ele viria me encontrar em um momento.
fear;Meu pai estava bebendo e eu o temia quando fomos para a cama à noite.
anger;Meus amigos me prometeram que eles definitivamente me chamavam para me dizer se estavam me visitando ou não.
sadness;Um amigo meu não havia me contatado há muito tempo.
disgust;Um amigo meu veio me ver quando ele estava bêbado.
shame;Eu disse algo especialmente estúpido que eu não quis dizer nada.
guilt;Eu não fui ajudar uma amiga minha, embora ela provavelmente precisasse de mim.
joy;Quando senti que um exame, que eu temia, era fácil e corria bem.
fear;Eu tinha medo quando meu cachorro correu por uma rachadura na cerca quando um trem estava chegando.
anger;Quando um amigo meu foi atraído por uma luta por causa da gangue estúpida a que ele pertencia. Eu me senti zangado com ele e seus amigos. Eles não podiam pensar em nada sensato, mas se enganariam sem levar em consideração os sentimentos de outras pessoas.
sadness;Eu me senti triste depois de ter discutido com meu namorado. Eu senti que ele não me entendeu e que não havia sentido em continuar com o relacionamento.
disgust;Eu detestei meu pai que era bêbado. Ele elogiaria, ameaçaria e culparia minha mãe e eu. Ele finalmente nos afastou de casa.
shame;Quando eu estava de férias com meu ex -namorado, ele me bateu e se comportou de uma maneira muito má e feia em frente ao pessoal do hotel.
guilt;Quando, quando criança, roubei, de uma amiga minha, o anel que ela havia recebido em um ovo de Páscoa.
joy;Quando cheguei em casa de uma agradável viagem ao exterior, soube que havia sido aceito na universidade.
fear;Na escola, eu agi contra a vontade do grupo e, no dia seguinte, eles prometeram se vingar de mim.
anger;Minha mãe há algum tempo tentava me separar de um bom amigo que, ela pensou, não era uma boa companhia para mim. Finalmente, no café da manhã um dia, tivemos uma discussão e tentei defender meu amigo.
sadness;Eu soube da morte de um amigo próximo.
disgust;Quando eu estava assistindo a um filme com muitos episódios violentos. Eles mostraram com precisão o corte de cadáveres, etc ...
shame;Quando fui pego contando uma mentira branca. Naquela época, eu não tinha permissão para ficar ao ar livre depois das 20h. Um dia, quando eu estava atrasado, inventei uma história de que nosso vizinho me convidou para o lugar dele, embora eu realmente tivesse esquecido o tempo enquanto brincava com meus amigos.
guilt;Quando antes do último exame que fiz, saí em vez de estudar.
joy;Quando eu estava pressionando figuras no pano de cortina. Eu havia comprado o pano depois de meses de obstáculos.
fear;Sou professor de jardim de infância e estou muito cansado do meu trabalho. Depois de fazer o exame de admissão da universidade, sofri de ansiedade por semanas, pois não queria continuar com meu trabalho - os estudos eram a única alternativa.
anger;Meu parceiro da vida, que estava bebendo cada vez mais, falou sobre chutar o gato. Ele nunca havia feito nada disso, mas eu sabia que ele faria um dia, sem pensar nisso.
sadness;Afastamento da minha melhor mulher amiga. Estamos seguindo maneiras diferentes há algum tempo, mas o intervalo foi total quando ela se casou quando o marido está irracionalmente com ciúmes de mim.
disgust;Meu parceiro de vida está passando por uma crise (modo de vida, valores antiquados) e só pode sair dela falando decisões ousadas. Eu notei sua covardia e tenta escapar de seus problemas bebendo. Eu detesto o consumo dele e ele está cheio de autopiedade.
shame;Novamente, uma briga havia surgido em nosso relacionamento difícil. Meu parceiro de vida jogou todos os livros da prateleira. Estou certo de que isso perturbou nossos vizinhos desde que isso aconteceu no final da noite.
guilt;Uma garota solitária, neurótica e tímida mora nas proximidades. Ela expressou o desejo de me encontrar, no entanto, eu a evitei (recusou um convite) enquanto a crise que meu parceiro está passando por usa toda a minha empatia.
joy;Começando o fim de semana com minha namorada: aconchegante, cerveja e vinho.
fear;O medo sobre o meu futuro: trabalho, sobreviver e saúde. Lidar.
anger;Um amigo meu me ridicularizou, me dizendo que eu nunca conseguiria nada. Eu senti que ele havia interferido na minha vida.
sadness;Fiquei triste por ter que deixar minha namorada após problemas constantes e tentativas fracassadas de reconciliação. Minha tristeza foi causada pela irreversibilidade da decisão.
disgust;Um homem cuspiu na parede de uma casa.
shame;Em um ônibus expresso, sentei -me em um assento destinado a idosos e inválidos.
guilt;Quando não consegui encontrar um emprego depois de terminar um diploma não acadêmico.
joy;Quando depois de uma ansiedade e investigação esmagadora, entendi algo sobre por que existo e qual é a minha tarefa na vida.
fear;Na estação ferroviária, enquanto esperava o último trem à noite, notei que um jovem bêbado estava me aprovando em um Mannner proposital.
anger;Enquanto discutia com minha mãe, percebi que ela não duvida que ela justifique a justificação dela tomando as decisões relativas à minha vida.
sadness;Quando acho que provavelmente nunca terei um contato genuíno com meus pais.
disgust;Ao ler o novo livro de Olli Jalonen, as relações distantes, frias e egoístas entre as pessoas (no livro) me fizeram sentir nojo.
shame;Quando me aproximei de uma pessoa do sexo oposto e fui rejeitado.
guilt;Quando notei que minha irmãzinha estava de mau humor, porque não conseguia encontrá -la por causa de um mal -entendido.
joy;No dia em que sabia que eu teria uma habitação compartilhada com meu namorado. O lugar dos meus pais estava ficando um pouco lotado com o meu crescente incomoda querer um quarto para si mesmo. Senti dúvida, depois alegria, mas também tristeza. O sentimento de alegria foi o mais forte.
fear;Meu avô tinha cancerígena e estava sendo amamentado em casa. Senti medo quando estava sozinho com ele e ele quase engasgou com secreções de muco.
anger;A conduta ultrajante de um parente para mim e aqueles que estão perto de mim. (Cultendo -nos e mentindo)
sadness;Tivemos que terminar a vida do nosso cachorro de 8 anos.
disgust;Uma pessoa muito bêbada.
shame;Um argumento que surgiu de uma conversa comum com uma pessoa muito perto de mim, quando deveríamos estar nos divertindo juntos.
guilt;Enquanto tentava levar meu irmão mais novo, ele caiu em sua cabeça e começou a chorar. Eu estava com medo de ter causado ferimentos permanentes.
joy;Um bate -papo no telefone com um amigo.
fear;Conhecer algumas pessoas novas (desagradáveis) ou alguma situação nova e exigente.
anger;Por exemplo, empurrando injusto em um ônibus.
sadness;Quando sou, na minha opinião, não entendi corretamente.
disgust;Quando algumas pessoas agem muito importantes em qualquer situação.
shame;Geralmente, quando estou atrasado em participar de assuntos (por exemplo, pagando contas).
guilt;Se alguém planejou fazer algo "importante" e, por algum motivo, não faz isso.
joy;Eu estava em um tocante de dança e a atmosfera era de esperar pelo fim do mundo. De repente, as pessoas começaram a dançar loucamente, inspiradas pela banda. Uma experiência inacreditável: maravilhosa que até os finlandeses às vezes se acham e esqueçam de pensar "o que os outros estão pensando em mim". Era delicioso dançar com o conteúdo do coração.
fear;Eu estava viajando de volta para casa de barco com dois amigos meus após uma adorável viagem de férias. A noite e o mar estavam escuros e o vento soprava. Eu temia que a morte estivesse lá no barco, de alguma forma eu tinha certeza disso. Eu temia ser deixado sozinho.
anger;Eu estava em casa, preenchendo meu relatório fiscal. Ninguém teve tempo para me ajudar. Eu gostaria de fazê -lo rapidamente, para poder encontrar um amigo meu que acabara de voltar do hospital. Fiquei com raiva quando meu irmão e meu pai se recusaram a me dar a calculadora, pois eu não havia pedido muito bem. Eu não podia sair, pois tinha que esperar por ajuda e o relatório tributário precisava ser feito.
sadness;Tentei conversar com meus pais por telefone, pois queria ir para casa para o fim de semana e sabia que não seria capaz de suportar. Tentei reduzir o Golfo e o conflito entre nós conversando para unir nossos mundos. Resultado: bagunça histérica, cegando e culpando.
disgust;Minha mãe me ligou porque havia lido o envelope uma carta endereçada a mim. Ela negou ter lido intencionalmente e disse: "As palavras apareceram pelo envelope quando o sol estava brilhando nele". Hah hah.
shame;Eu temia ter que descrever minha vida sexual a uma mulher mais velha e estranha.
guilt;Quando me afastei de casa.
joy;A inflamação da orelha do meu filho foi curada e o médico disse que a orelha estava completamente bem.
fear;De repente, meu marido ficou doente a sério e, durante os exames médicos, não sabíamos o que se seguiria.
anger;O Conselho Habitacional pediu à cidade que cortasse 40 árvores de Linden, para que os habitantes dos andares inferiores tenham vista para o mar.
sadness;Meu filho, inesperadamente, começou a agir de uma maneira inquieta e perturbadora na escola. Além disso, seu desempenho na escola enfraqueceu.
disgust;Em uma viagem ao exterior, um membro do nosso grupo, como uma senhora, acabou sendo um alcoólatra. Ela estragou muitos dias das minhas férias por causa de seu comportamento e paranóia.
shame;Eu falhei em um exame que pensei que certamente passaria.
guilt;Eu tinha sido culpado de fofocar e culpar os outros, e um dos meus superiores no local de trabalho fez uma repreensão formal.
joy;Quando um aluno meu (na música) teve um desempenho e tocou notavelmente bem.
fear;Ao subir as escadas até o topo de uma colina de salto de esqui.
anger;Meu amigo voltou para casa tarde da noite sem ter me contado antes.
sadness;A quebra de um relacionamento duradouro.
disgust;Enquanto assistia ao filme chamado "Deer Hunter" na TV, quando mostrou como os prisioneiros foram tratados.
shame;Quando notei que uma pessoa que achei atraente me viu escolhendo meu nariz.
guilt;Quando acho que fui muito denominado ou de mente estreita em relação aos meus alunos.
joy;Quando eu fiz as minhas amigas, depois de ter tido termos hostis com ela (minha culpa). Chorei de alegria naquela noite.
fear;Enquanto andava de bicicleta no país, me deparei com um grande rebanho de vacas.
anger;Quando soube que minha madrasta havia tratado minha mãe de maneira errada.
sadness;Quando meu amigo não passou nos exames de formatura do ensino médio.
disgust;Quando ouvi falar dos avanços, um conhecido meu havia feito aos meus amigos, que não os aprovavam.
shame;Quando depois de ter tido relações sexuais com um amigo, pensei que ele havia contado sobre isso a um amigo dele.
guilt;Quando prometi a um amigo meu para visitá -lo, e não o fiz.
joy;Durante as palestras, senti um entendimento não pressionado com um garoto que não conhecia. Trocamos olhares, acho que ele gosta de mim e eu também gosto dele. Talvez ele tenha se apaixonado por mim .........
fear;À noite, vou para casa por uma floresta. Uma vez, alguém foi esfaqueado na floresta. Imagino alguém me atacando e me apresso.
anger;Em um bonde, o vendedor de ingressos estava comandando, assumindo o papel de líder, tentando enfatizar sua autoridade inexistente com rigor indevido em relação a um bêbado de boa fúria que não conseguiu encontrar seu ingresso de uma só vez.
sadness;Um relacionamento em que eu confiava, terminou. Fiquei triste quando percebi como é fácil esquecer algo que alguém já considerou ótimo e significativo.
disgust;Um pesadelo. Eu estava sonhando com os sucocos de sangue, que tentei me afastar do meu corpo, eles estão por toda parte, eles são colados, são péssimos. E há um monte deles. Eu pânico.
shame;Eu disse que mentiras sobre um amigo íntimo meu. Eu era mau para soar alegre, para encantar uma pessoa que eu queria impressionar. Eu vendi meu amigo, eu era desprezível.
guilt;Eu conheci meu ex -namorado por acaso. Nós nos separamos há alguns meses e agora estou com um novo namorado. Meu ex -namorado parecia deprimido, e eu sei que não devo ser responsabilizado.
joy;Durante a viagem intere-rail, depois de problemas, conheci minha irmãzinha.
fear;Viajando como a única mulher em uma carruagem ferroviária no meio da noite na Itália.
anger;Um conhecido homem, conhecido meu, o meu conhecido desprezava minhas opiniões.
sadness;Quando nosso cachorro morreu.
disgust;Enquanto caminhava na rua com um bom amigo meu, conhecemos um conhecido dela. Minha amiga começou a se exibir e contar histórias falsas sobre si mesma e elogiar a si mesma.
shame;Eu era desonesto ao meu namorado em relação a algo importante para o nosso relacionamento.
guilt;Uma multa de estacionamento.
joy;Depois de finalmente ter terminado minha tese de mestrado, senti grande alegria e alívio. Eu fui assombrado pela tese durante todo o meu estudo.
fear;Enquanto preparava a tese do meu mestrado, fiquei com medo de não conseguir nada, pois o assunto era bastante difícil.
anger;Durante o verão, no meu local de trabalho, uma pessoa continuou interferindo nas minhas tarefas e fazendo comentários infundados. Eu me senti ódio por ele, mas parou quando percebi que ele apenas ansiava por atenção.
sadness;A última vez que me senti triste e decepcionado foi quando não me saí tão bem como esperava em um dos exames finais. Em comparação com os exames anteriores, as perguntas, eu acho, foram injustas.
disgust;Após o primeiro de maio, detestei os amigos do meu noivo, que haviam se acumulado para o nosso partido e estraguei -o completamente.
shame;Após a nossa primeira festa de maio, senti envergonhado porque os amigos que foram convidados tiveram que sofrer. Nós, os organizadores do partido, não afastamos os intrusos.
guilt;No meu trabalho de verão, fui responsável por fazer vários pedidos. Não fui eu quem havia encomendado alguma mercadoria sazonal, mas quando grande parte restava e teve que ser jogada fora no outono, me senti parcialmente responsável pela ordem muito grande.
joy;Quando conheci um bom amigo meu depois de muito tempo.
fear;Eu estava acampando com um amigo meu e passamos a noite na floresta. Eu não conseguia dormir e ouve claramente ruídos de fora (passos?) Aproximando -se da nossa barraca.
anger;Quando eu cagarei com meus pais.
sadness;Estando longe de um amigo muito próximo, eu estava longe da Finlândia por um ano como estudante de intercâmbio.
disgust;Quando vi uma aranha.
shame;Enquanto brincava, eu urinava no chão da vovó e não fui ao banheiro. Minha prima disse à vovó e ela veio.
guilt;Enquanto viajava em um ônibus com um bilhete inválido, fui pego.
joy;Enquanto discussão com um colega meu, percebi que sua concepção de homem e trabalho era semelhante à minha.
fear;Enquanto ele estava bêbado, meu parceiro de vida tentou me bater. Eu me senti assustado e fugiu para o banheiro.
anger;Um colega meu de "status superior" desprezou minha atitude e organização do trabalho.
sadness;Não pude encontrar meu amor, depois de esperar um mês, devido a uma doença.
disgust;Mais uma vez, meu parceiro de vida voltou para casa bêbado à meia -noite.
shame;Meu amor e eu alugamos um quarto em um hotel uma noite. Ficamos lá algumas horas e, ao sair do hotel, senti vergonha.
guilt;Eu estava em silêncio, desaprova meu amor e o deixei infeliz. Ele não foi capaz de cumprir sua promessa. Assim, eu estava pensando em minha própria conduta em relação a outra pessoa.
joy;Acabei de me mudar para a cidade onde estudei e recebi um cartão postal de um bom amigo (da minha cidade natal).
fear;Meu namorado sugeriu o telefone sobre querer "ser livre". Assim, ele não disse isso em branco, o silêncio se seguiu.
anger;Eles haviam retornado muito menos dos meus impostos do que eu esperava.
sadness;Depois que meu namorado e eu nos separamos.
disgust;De manhã, o gato da minha proprietária vomitou no chão, perto da escada que tomo para ir ao banheiro.
shame;A mãe do meu namorado, que eu não conhecia anteriormente, fez uma visita inesperada. Eu estava deitado preguiçosamente na cama, lendo um jornal e meu namorado estava estudando.
guilt;O gato da minha proprietária escapou pela janela que eu deixara aberta.
joy;Recebi uma carta do meu melhor amigo, de quem não tinha ouvido falar há muito tempo (uma boa carta).
fear;Alguém bateu na porta quando eu estava sozinha em casa (embora houvesse uma campainha). Eu olhei através do buraco da peep, mas ele havia sido coberto. Liguei para minha irmã, mas ela não pôde me ajudar, pois estava a centenas de quilômetros de distância.
anger;Meus pais me pressionam para comprar roupas, quando eu não gostaria de fazê -lo.
sadness;Quando meu avô morreu, vi minha avó chorando contra o ombro da minha tia (nunca tinha visto minha avó chorar antes).
disgust;Na escola, detestei o mingau de espinafre que tinha pedaços de farinha.
shame;Eu disse a alguns conhecidos meus algo que me arrependi mais tarde.
guilt;Falo duramente com meus pais, embora eles só querem querer meu próprio bem.
joy;Quando recebi uma carta de casa.
fear;Enquanto andar de bicicleta no país, um cachorro começou a correr ao meu lado, rosnando e latindo e tentando morder meu pé.
anger;Divergências com a mãe. Quando me mudei de Kankaanpss, ela prometeu me ajudar a me mudar, mas quebrou sua promessa por causa de algum obstáculo.
sadness;Quando tive que me afastar de casa para estudar, e sabia que não voltaria para casa por um longo tempo.
disgust;Quando notei duas aranhas correndo no chão em direções diferentes.
shame;Quando percebi que estava errado sobre uma pessoa próxima a mim, por causa de idéias predefinidas e preconceitos.
guilt;Quando reproventei meu amigo porque fui de baixo espírito e decepcionado.
joy;Eu me vi um lugar depois de procurar um por um longo tempo.
fear;Em um avião.
anger;Eu estava com raiva do meu namorado que prometeu vir me ver, mas não porque ele passou a noite com seus amigos.
sadness;A quebra de um relacionamento. Decidimos que o relacionamento não poderia continuar, então não foi surpresa para mim. E de qualquer maneira, eu sabia que isso aconteceria mais cedo ou mais tarde.
disgust;O nojo que sinto em relação a uma certa pessoa.
shame;Depois de um evento em que senti que havia agido injustamente.
guilt;No meu trabalho, fiquei desproporcionalmente zangado com um filho. Minha reação não foi como deveria ter sido.
joy;Fui ver os resultados do exame de admissão na universidade. Eu relaxei com o meu sucesso.
fear;Peguei emprestado um carro que deveria ser usado por uma longa jornada algumas horas depois, e um dos pneus explodiu no meio da cidade e não sabia o que fazer.
anger;Um enunciado, que eu pretendia ser uma piada, foi considerado uma ofensa. Na minha opinião, isso foi estúpido e fiquei com raiva.
sadness;Meu melhor amigo tinha uma doença relativamente severa. Fiquei triste porque ela estava sofrendo.
disgust;Um homem tentou ter relações sexuais comigo, embora eu tivesse comunicado minha falta de vontade. Mais tarde, senti -me nojo por essa pessoa e também por mim, porque havia parcialmente submetido.
shame;Eu contei ao meu amigo sobre como calculei meu salário trapaceando um pouco. Quando meu amigo comentou sobre isso, entendi que era errado fazê -lo e me senti envergonhado.
guilt;Estou ficando firme com um garoto, mas tive relações sexuais com outra e me senti culpado por isso depois.
joy;Um bom boletim (uma bolsa de estudos) na escola primária.
fear;Eu estava voltando para casa com um amigo à noite ao longo de uma rua tranquila. Algo começou a farfalhar no mato: era um exibicionista.
anger;Fiquei com raiva de um amigo meu que peguei lendo meu caderno (Almanach).
sadness;Quando minha avó morreu de câncer.
disgust;Em um elevador, um homem bêbado, gordo e desarrumado tentou fazer avanços para mim.
shame;Às vezes, por acidente, disse a outra pessoa algo em que é fácil ler uma atitude negativa.
guilt;Para o puro prazer disso, eu cagarei com meu namorado que estava tentando ser especialmente gentil comigo.
joy;Quando eu conheci uma certa pessoa.
fear;Quando no exterior, enquanto dirigia um carro por uma estrada escura e sinuosa.
anger;Quando minha irmã pegou minhas coisas sem ter pedido minha permissão primeiro.
sadness;Quando meu avô morreu.
disgust;Quando eu estava trabalhando, fui tratado de uma maneira que achei que não era democrática.
shame;Enquanto trabalhava como ajudante doméstico, um dia eu não havia limpado muito bem e eles fizeram uma observação sobre isso.
guilt;Quando decidi me afastar da casa dos meus pais, minha mãe me disse que era como se uma parte dela tivesse sido arrancada dela.
joy;Quando fui a uma entrevista de emprego, conheci uma pessoa que era muito legal, e sua atitude me deixou feliz.
fear;Meu episódio de Fright aconteceu quando eu vim estudar. Eu tive que ficar na frente dos meus colegas ainda desconhecidos e falar sobre mim. Minhas mãos tremiam, eu corei e fiquei amarrada.
guilt;Eu me senti culpado quando passei uma noite na casa do meu namorado, principalmente porque fui dura e maldosa quando saí de casa. O motivo era que eu temia uma possível discussão sobre o assunto e queria deixar desafiadoramente.
joy;Eu estava em um restaurante com meu namorado quando vi minha melhor amiga depois de não vê -la por duas semanas. Reulidamos, nos abraçamos e tivemos uma longa conversa.
fear;Uma noite, ao encontrar um amigo meu, tive que atravessar um prado por uma estrada escura. Havia arbustos do outro lado da estrada. O tempo estava úmido e um pouco nebuloso. Ouvi passos atrás de mim e continuei acelerando meus passos o tempo todo.
anger;Meu irmão me disse que uma pessoa (que eu conheço) o insultara. Gosto muito do meu irmão e, como ele próprio não pode ficar com raiva ou machucar, minha proteção foi despertada e fiquei com raiva.
sadness;Meu PIG da Guiné ficou doente por alguns dias. Uma noite, quando cheguei em casa, perguntei sobre como estava. A expressão de minha mãe me disse que havia morrido. Meus joelhos se recusaram a me apoiar e comecei a chorar convulsivamente.
disgust;Por acaso vi dois meninos lutando, um deles caiu e machucou a cabeça. O outro usou isso para bater na cabeça do garoto no chão.
shame;Eu estava fora a noite toda sem ter contado aos meus pais sobre isso. De manhã, quando cheguei em casa, minha mãe parecia cansada. Ela disse que estava acordada a noite toda por causa de mim e que estava com raiva e decepcionada.
guilt;Eu não escrevi ou liguei para minha avó, que estava sozinha, por muito tempo. Minha mãe me pediu para ligar para ela em seu nome e, quando o fiz, minha avó ficou encantada e ela me disse que estava esperando algumas notícias nossas.
joy;Quando eu estava doente, meu marido me comprou um pedaço de bolo.
fear;Eu vi um homem que teve um ataque cardíaco e que estava sendo tratado por isso. Eu temia que meu próprio pai estivesse lá.
anger;Quando vi um grande homem bater em outro, e ninguém fez nada.
sadness;Quando minha irmã saiu para ir para casa, na Suécia, depois das férias de Natal.
disgust;Certa vez, assisti a série chamada "Dynasty" na TV, e a detestava.
shame;Sinto -me culpado porque não estou trabalhando, e mesmo meus estudos não estão progredindo.
joy;Quando minha criança de bochechas vermelhas, o conteúdo corre para me encontrar no quintal do jardim de infância e me dá um beijo úmido na minha bochecha.
fear;A garota de uma vizinha desapareceu e muitas pessoas a procuravam. Alguém foi notificar a polícia. Algo certamente havia acontecido com ela.
anger;Sem minha permissão, meu filho fez pipoca depois de voltar da escola. As consequências foram uma chaleira e caos mimados na cozinha, mas o que poderia ter acontecido com a graxa quente?
sadness;A morte de um parente próximo.
disgust;Um dos meus colegas usou meios questionáveis ​​e injustos para avançar seus estudos mais rapidamente do que outros. Eu a detestei.
shame;Meu amigo me contou em voz bastante alta os erros que ela cometeu ontem à noite.
guilt;Parei meu carro em frente a uma travessia de pedestres quando uma criança estava atravessando a rua. O carro dirigindo na faixa seguinte não parou e a criança se machucou. Eu não parei ...
joy;Após minhas férias, um dia após uma palestra, ocorreu -me para comprar uma rosa para minha mãe. Fomos juntos a um pub e minha mãe me disse que ela se casaria na próxima primavera. Eu não sabia sobre isso e também ficou mais feliz.
fear;Eu trabalho em uma creche e um dia quando as crianças estavam ao ar livre um garoto de quatro anos desapareceu do quintal. Eu não estava cuidando deles então, mas como gerente era eu quem era responsável.
anger;Eu estava de férias e, portanto, não participei de uma reunião da creche. No entanto, no mesmo dia em que voltei, eles me chamaram de Morining Early para me perguntar "o que você vai fazer sobre o assunto?" (que havia sido discutido na reunião). Então fiquei com raiva.
sadness;O fato de minha mãe estar se casando novamente (minha mãe e pai se divorciaram há cerca de 15 anos) significa que ela provavelmente se mudará para Turku e nossa casa, que é uma casa de família, será vendida (eu mesmo não tenho vivido em casa nos últimos seis anos).
disgust;Enquanto viajava em um ônibus, havia três pessoas sentadas atrás de mim (dois homens e uma mulher). Eles estavam bêbados e a conversa era inacreditável (sobre foda, sedimento, etc ...). Eles tentaram fazer com que outras pessoas participem da conversa. Eu detestei e senti vontade de chorar.
shame;Quando eu tinha sete anos, roubei uma goma de mascar de uma grande tigela de vidro no balcão de uma loja próxima e fui pego.
guilt;Sou o secretário de uma associação e, durante a última reunião, esqueci de levar os minutos.
joy;Eu estava longe de casa há muito tempo e, quando cheguei em casa, fiquei encantado. Era maravilhoso ver pessoas queridas, e eu estava relaxando com antecedência. Eu estava me sentindo muito sozinho.
fear;Acordei à noite e não me lembrava de sonhar com o Ficting em particular. Eu apenas senti o medo oprimido, estava escuro e todos os outros estavam dormindo.
anger;Um dia de inverno, eu, sem querer, estava ao ar livre com meu irmão mais novo (10 anos mais novo que eu). Perdi a paciência com ele e queria jogar meu irmão no banco de neve em que estávamos. Eu o empurrei, mas não tão duro quanto eu queria. Estávamos sozinhos nós dois.
sadness;Eu estava em uma excursão de classe, de barco para Estocolmo. À noite, meus colegas de aula preparados para clebrar seu motivo na vida, que era "a vida é alegria". Eu me senti deprimido com a maneira como eles buscavam a felicidade.
disgust;Eu estava a caminho de casa de ônibus. Um homem que bebeu uma quantidade razoável de álcool começou a conversar, tentando abraçar e dar um tapinha em uma mulher sentada ao lado dele. Felizmente, não fui eu.
shame;Eu dei uma resposta errada na escola.
guilt;Quando meu irmãozinho me pediu para brincar com ele, eu disse a ele que não tinha tempo e que brincaria com ele no dia seguinte. No entanto, no dia seguinte eu disse a mesma coisa.
joy;Quando, depois de muito tempo, vi uma garota com quem estava apaixonada.
fear;Quando eu estava andando em uma rua bastante fora do caminho.
anger;Um amigo meu havia prometido me organizar alguns ingressos para um concerto que eu considerava importantes. Ele não conseguia obtê -los da maneira que pensava que faria, então desistiu da coisa toda.
sadness;Fiquei triste quando vi que uma garota linda não era atingível.
disgust;Ouvi alguém falar sobre estudos de uma maneira altamente entusiasmada de "estudantes".
shame;Enquanto participava de alguns assuntos, que estavam levando algum tempo, com um oficial do banco, senti que minhas roupas e aparência estavam fora de lugar, muito trancada.
guilt;Uma noite, saí com alguns amigos meus, embora eu deva ficar em casa com minha irmãzinha que tem 11 anos.
joy;Enquanto assistia a um programa de entretenimento no qual havia um esboço inteligente e divertido.
fear;Quando eu estava no exército, um companheiro de quarto meu voltou de Furlough e ameaçou outro sujeito com uma faca.
anger;O último dia de aula é tradicionalmente comemorado cantando uma música sobre todos os alunos que estão saindo. Na música sobre mim, havia coisas que me irritavam muito.
sadness;Trabalhei por sete meses em uma fábrica e fiz amizade com um colega trabalhador. Mais tarde, visitei meus ex -colegas de trabalho e me disseram que, enquanto no exército, meu amigo havia atirado em si mesmo.
disgust;O comportamento de um sujeito para mim e alguns outros no exército foi realmente mau. Eu detestei isso.
shame;Eu tentei namorar uma garota, mas ela recusou.
guilt;Enquanto fazia alguns exercícios de cálculo, negligenciei uma parte dele, embora tenha marcado como feito. Por acaso, fui convidado a demonstrar essa parte no quadro -negro.
joy;No exército, meu resultado nos exercícios de tiro me deu uma licença de três dias.
